card_number,name,team,designations
MLMA-AI,Anthony Rizzo,Chicago Cubs,
MLMA-AN,Aaron Nola,Philadelphia Phillies,
MLMA-AR,Amed Rosario,New York Mets,RC
MLMA-BD,Brian Dozier,Minnesota Twins,
MLMA-BH,Bryce Harper,Washington Nationals,
MLMA-CS,Carlos Santana,Philadelphia Phillies,
MLMA-CY,Christian Yelich,Milwaukee Brewers,
MLMA-GB,Greg Bird,New York Yankees,
MLMA-JL,Jake Lamb,Arizona Diamondbacks,
MLMA-JO,Justin Smoak,Toronto Blue Jays,
MLMA-JP,Joc Pederson,Los Angeles Dodgers,
MLMA-JR,Jose Ramirez,Cleveland Indians,
MLMA-JU,Justin Upton,Angels,
MLMA-JV,Joey Votto,Cincinnati Reds,
MLMA-KS,Kyle Schwarber,Chicago Cubs,
MLMA-MT,Mike Trout,Angels,
MLMA-TP,Tommy Pham,St. Louis Cardinals,
MLMA-WC,Willson Contreras,Chicago Cubs,
MLMA-WM,Whit Merrifield,Kansas City Royals,
