card_number,name,team,designations
STAP-ABE,Adrian Beltre,Texas Rangers,
STAP-AN,Aaron Nola,Philadelphia Phillies,
STAP-BP,Buster Posey,San Francisco Giants,
STAP-CC,Carlos Correa,Houston Astros,
STAP-EL,Evan Longoria,Tampa Bay Rays,
STAP-ET,Eric Thames,Milwaukee Brewers,
STAP-FF,Freddie Freeman,Atlanta Braves,
STAP-JD,Josh Donaldson,Toronto Blue Jays,
STAP-JV,Joey Votto,Cincinnati Reds,
STAP-KB,Kris Bryant,Chicago Cubs,
STAP-KD,Khris Davis,Oakland Athletics,
STAP-MM,Manny Machado,Baltimore Orioles,
STAP-MS,Miguel Sano,Minnesota Twins,
STAP-MT,Mike Trout,Angels,
STAP-NS,Noah Syndergaard,New York Mets,
STAP-PG,Paul Goldschmidt,Arizona Diamondbacks,
STAP-YMN,Yoan Moncada,Chicago White Sox,
