card_number,name,team,designations
MLM-AB,Andrew Benintendi,Boston Red Sox,
MLM-AI,Anthony Rizzo,Chicago Cubs,
MLM-AJ,Adam Jones,Baltimore Orioles,
MLM-AN,Aaron Nola,Philadelphia Phillies,
MLM-AP,Albert Pujols,Angels,
MLM-AR,Amed Rosario,New York Mets,RC
MLM-AU,Addison Russell,Chicago Cubs,
MLM-BH,Bryce Harper,Washington Nationals,
MLM-BP,Buster Posey,San Francisco Giants,
MLM-CB,Charlie Blackmon,Colorado Rockies,
MLM-CC,Carlos Correa,Houston Astros,
MLM-CE,Corey Seager,Los Angeles Dodgers,
MLM-CK,Clayton Kershaw,Los Angeles Dodgers,
MLM-CL,Corey Kluber,Cleveland Indians,
MLM-CS,Carlos Santana,Philadelphia Phillies,
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DE,Dustin Pedroia,Boston Red Sox,
MLM-DF,Dexter Fowler,St. Louis Cardinals,
MLM-DG,Dee Gordon,Seattle Mariners,
MLM-DR,Didi Gregorius,New York Yankees,
MLM-DS,Dominic Smith,New York Mets,RC
MLM-EH,Eric Hosmer,San Diego Padres,
MLM-EL,Evan Longoria,San Francisco Giants,
MLM-FH,Felix Hernandez,Seattle Mariners,
MLM-FL,Francisco Lindor,Cleveland Indians,
MLM-GB,Greg Bird,New York Yankees,
MLM-HP,Hunter Pence,San Francisco Giants,
MLM-I,Ichiro,Miami Marlins,
MLM-IK,Ian Kinsler,Angels,
MLM-JA,Jose Abreu,Chicago White Sox,
MLM-JD,Josh Donaldson,Toronto Blue Jays,
MLM-JE,Jason Heyward,Chicago Cubs,
MLM-JF,Jack Flaherty,St. Louis Cardinals,RC
MLM-JG,Joey Gallo,Texas Rangers,
MLM-JJ,Jacob deGrom,New York Mets,
MLM-JL,Jose Altuve,Houston Astros,
MLM-JM,Joe Mauer,Minnesota Twins,
MLM-JO,Joey Votto,Cincinnati Reds,
MLM-JU,Justin Upton,Angels,
MLM-JV,Justin Verlander,Houston Astros,
MLM-JZ,Javier Baez,Chicago Cubs,
MLM-KD,Khris Davis,Oakland Athletics,
MLM-KJ,Kenley Jansen,Los Angeles Dodgers,
MLM-LE,Luis Severino,New York Yankees,
MLM-LG,Lucas Giolito,Chicago White Sox,
MLM-LW,Luke Weaver,St. Louis Cardinals,
MLM-MA,Miguel Cabrera,Detroit Tigers,
MLM-MD,Marcus Stroman,Toronto Blue Jays,
MLM-MH,Mitch Haniger,Seattle Mariners,
MLM-MK,Matt Kemp,Los Angeles Dodgers,
MLM-MM,Manny Machado,Baltimore Orioles,
MLM-MN,Michael Conforto,New York Mets,
MLM-MO,Marcell Ozuna,St. Louis Cardinals,
MLM-MR,Masahiro Tanaka,New York Yankees,
MLM-MS,Miguel Sano,Minnesota Twins,
MLM-MT,Mike Trout,Angels,
MLM-MX,Max Scherzer,Washington Nationals,
MLM-NA,Nolan Arenado,Colorado Rockies,
MLM-NC,Nicholas Castellanos,Detroit Tigers,
MLM-NR,Nelson Cruz,Seattle Mariners,
MLM-NS,Noah Syndergaard,New York Mets,
MLM-PD,Paul DeJong,St. Louis Cardinals,
MLM-PG,Paul Goldschmidt,Arizona Diamondbacks,
MLM-RC,Robinson Cano,Seattle Mariners,
MLM-RD,Rafael Devers,Boston Red Sox,RC
MLM-SG,Sonny Gray,New York Yankees,
MLM-TB,Trevor Bauer,Cleveland Indians,
MLM-TT,Trea Turner,Washington Nationals,
MLM-WC,Willson Contreras,Chicago Cubs,
MLM-XB,Xander Bogaerts,Boston Red Sox,
MLM-YC,Yoenis Cespedes,New York Mets,
MLM-YM,Yadier Molina,St. Louis Cardinals,
