card_number,name,team,designations
CS-BD,Bill Dickey,New York Yankees,
CS-BF,Bob Feller,Cleveland Indians,
CS-BL,Bob Lemon,Cleveland Indians,
CS-BT,Bobby Thomson,New York Giants,
CS-CS,Casey Stengel,New York Yankees,
CS-DD,Dizzy Dean,St. Louis Cardinals,
CS-DR,Don Drysdale,Los Angeles Dodgers,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EA,Earl Averill,Cleveland Indians,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-ES,Enos Slaughter,St. Louis Cardinals,
CS-FF,Frankie Frisch,St. Louis Cardinals,
CS-GC,Gary Carter,New York Mets,
CS-GE,George Kell,Detroit Tigers,
CS-GK,"George ""High Pockets"" KeNllyew York",Giants,
CS-HC,Harry Caray,Chicago Cubs,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HH,Happy Chandler Commissioner,,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-HW,Hoyt Wilhelm,Chicago White Sox,
CS-JB,Jim Bunning,Philadelphia Phillies,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-LA,Luke Appling,Chicago White Sox,
CS-LB,Lou Boudreau,Cleveland Indians,
CS-LD,Larry Doby,Cleveland Indians,
CS-LM,Lee MacPhail,,
CS-LY,Leon Day,,
CS-MI,Monte Irvin,New York Giants,
CS-MO,Mel Ott,New York Giants,
CS-MP,Milt Pappas,Baltimore Orioles,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PW,Pee Wee Reese,Brooklyn Dodgers,
CS-RC,Roy Campanella,Brooklyn Dodgers,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RI,Roy Sievers,Washington Senators,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-RR,Red Ruffing,New York Yankees,
CS-RS,Ron Santo,Chicago Cubs,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,St. Louis Browns,
CS-TC,Ty Cobb,Detroit Tigers,
CS-TL,Ted Lyons,Chicago White Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WL,Whitey Lockman,New York Giants,
CS-WP,Warren Spahn,Milwaukee Braves,
CS-WS,Willie Stargell,Pittsburgh Pirates,
