card_number,name,team,designations
MLM-AB,Andrew Benintendi,Boston Red Sox,
MLM-AE,Alex Bregman,Houston Astros,
MLM-AG,Adrian Gonzalez,Los Angeles Dodgers,
MLM-AJ,Adam Jones,Baltimore Orioles,
MLM-AM,Andrew McCutchen,Pittsburgh Pirates,
MLM-AP,Albert Pujols,Angels,
MLM-AR,Addison Russell,Chicago Cubs,
MLM-AZ,Anthony Rizzo,Chicago Cubs,
MLM-BC,Brandon Crawford,San Francisco Giants,
MLM-BH,Bryce Harper,Washington Nationals,
MLM-BP,Buster Posey,San Francisco Giants,
MLM-BZ,Ben Zobrist,Chicago Cubs,
MLM-CA,Chris Sale,Boston Red Sox,
MLM-CAR,Chris Archer,Tampa Bay Rays,
MLM-CB,Cody Bellinger,Los Angeles Dodgers,
MLM-CC,Carlos Correa,Houston Astros,
MLM-CI,Craig Kimbrel,Boston Red Sox,
MLM-CK,Clayton Kershaw,Los Angeles Dodgers,
MLM-CL,Charlie Blackmon,Colorado Rockies,
MLM-CM,Carlos Martinez,St. Louis Cardinals,
MLM-CS,Corey Seager,Los Angeles Dodgers,
MLM-CU,Corey Kluber,Cleveland Indians,
MLM-DB,Dellin Betances,New York Yankees,
MLM-DE,Dustin Pedroia,Boston Red Sox,
MLM-DG,Didi Gregorius,New York Yankees,
MLM-DK,Dallas Keuchel,Houston Astros,
MLM-DM,Daniel Murphy,Washington Nationals,
MLM-DP,David Price,Boston Red Sox,
MLM-DS,Dansby Swanson,Atlanta Braves,
MLM-EE,Edwin Encarnacion,Cleveland Indians,
MLM-EL,Evan Longoria,Tampa Bay Rays,
MLM-ET,Eric Thames,Milwaukee Brewers,
MLM-FF,Freddie Freeman,Atlanta Braves,
MLM-GA,Gary Sanchez,New York Yankees,
MLM-GS,George Springer,Houston Astros,
MLM-GT,Giancarlo Stanton,Miami Marlins,
MLM-HJR,Hyun-Jin Ryu,Los Angeles Dodgers,
MLM-HR,Hanley Ramirez,Boston Red Sox,
MLM-I,Ichiro,Miami Marlins,
MLM-IH,Ian Happ,Chicago Cubs,
MLM-JA,Jose Altuve,Houston Astros,
MLM-JB,Javier Baez,Chicago Cubs,
MLM-JE,Josh Bell,Pittsburgh Pirates,
MLM-JG,Jon Gray,Colorado Rockies,
MLM-JH,Jason Heyward,Chicago Cubs,
MLM-JI,Jose Bautista,Toronto Blue Jays,
MLM-JL,Justin Verlander,Houston Astros,
MLM-JM,J.D. Martinez,Arizona Diamondbacks,
MLM-JR,Jackie Bradley Jr.,Boston Red Sox,
MLM-JT,Jameson Taillon,Pittsburgh Pirates,
MLM-JU,Justin Upton,Angels,
MLM-JV,Joey Votto,Cincinnati Reds,
MLM-KB,Kris Bryant,Chicago Cubs,
MLM-KE,Kyle Seager,Seattle Mariners,
MLM-KK,Kevin Kiermaier,Tampa Bay Rays,
MLM-KM,Kenta Maeda,Los Angeles Dodgers,
MLM-KS,Kyle Schwarber,Chicago Cubs,
MLM-LS,Luis Severino,New York Yankees,
MLM-MA,Masahiro Tanaka,New York Yankees,
MLM-MB,Mookie Betts,Boston Red Sox,
MLM-MC,Miguel Cabrera,Detroit Tigers,
MLM-MF,Michael Fulmer,Detroit Tigers,
MLM-MM,Manny Machado,Baltimore Orioles,
MLM-MN,Michael Conforto,New York Mets,
MLM-MO,Marcell Ozuna,Miami Marlins,
MLM-MOL,Matt Olson,Oakland Athletics,
MLM-MS,Marcus Stroman,Toronto Blue Jays,
MLM-MT,Mike Trout,Angels,
MLM-NA,Nolan Arenado,Colorado Rockies,
MLM-NC,Nelson Cruz,Seattle Mariners,
MLM-NS,Noah Syndergaard,New York Mets,
MLM-OA,Orlando Arcia,Milwaukee Brewers,
MLM-RB,Ryan Braun,Milwaukee Brewers,
MLM-RC,Robinson Cano,Seattle Mariners,
MLM-RZ,Ryan Zimmerman,Washington Nationals,
MLM-SA,Starling Marte,Pittsburgh Pirates,
MLM-SC,Starlin Castro,New York Yankees,
MLM-SP,Salvador Perez,Kansas City Royals,
MLM-TP,Tommy Pham,St. Louis Cardinals,
MLM-TT,Trea Turner,Washington Nationals,
MLM-TU,Troy Tulowitzki,Toronto Blue Jays,
MLM-VM,Victor Martinez,Detroit Tigers,
MLM-WC,Willson Contreras,Chicago Cubs,
MLM-WM,Wil Myers,San Diego Padres,
MLM-XB,Xander Bogaerts,Boston Red Sox,
MLM-YC,Yoenis Cespedes,New York Mets,
MLM-YM,Yadier Molina,St. Louis Cardinals,
MLM-YP,Yasiel Puig,Los Angeles Dodgers,
