card_number,name,team,designations
ASTM-AJ,Aaron Judge,New York Yankees,
ASTM-BH,Bryce Harper,Washington Nationals,
ASTM-BP,Buster Posey,San Francisco Giants,
ASTM-CBE,Cody Bellinger,Los Angeles Dodgers,
ASTM-CBL,Charlie Blackmon,Colorado Rockies,
ASTM-CC,Carlos Correa,Houston Astros,
ASTM-CKE,Clayton Kershaw,Los Angeles Dodgers,
ASTM-CKI,Craig Kimbrel,Boston Red Sox,
ASTM-CKL,Corey Kluber,Cleveland Indians,
ASTM-CSA,Chris Sale,Boston Red Sox,
ASTM-CSE,Corey Seager,Los Angeles Dodgers,
ASTM-DM,Daniel Murphy,Washington Nationals,
ASTM-FL,Francisco Lindor,Cleveland Indians,
ASTM-GSA,Gary Sanchez,New York Yankees,
ASTM-GSP,George Springer,Houston Astros,
ASTM-GST,Giancarlo Stanton,Miami Marlins,
ASTM-JA,Jose Altuve,Houston Astros,
ASTM-JV,Joey Votto,Cincinnati Reds,
ASTM-LS,Luis Severino,New York Yankees,
ASTM-MB,Mookie Betts,Boston Red Sox,
ASTM-MC,Michael Conforto,New York Mets,
ASTM-MSA,Miguel Sano,Minnesota Twins,
ASTM-MSC,Max Scherzer,Washington Nationals,
ASTM-NA,Nolan Arenado,Colorado Rockies,
ASTM-PG,Paul Goldschmidt,Arizona Diamondbacks,
ASTM-RC,Robinson Cano,Seattle Mariners,
ASTM-RZ,Ryan Zimmerman,Washington Nationals,
ASTM-SP,Salvador Perez,Kansas City Royals,
ASTM-SS,Stephen Strasburg,Washington Nationals,
ASTM-YM,Yadier Molina,St. Louis Cardinals,
