card_number,name,team,designations
LLR-AO,Alex Rodriguez,New York Yankees,
LLR-AR,Anthony Rizzo,Chicago Cubs,
LLR-BA,Bryce Harper,Washington Nationals,
LLR-BH,Bryce Harper,Washington Nationals,
LLR-BJ,Bo Jackson,Kansas City Royals,
LLR-CF,Cecil Fielder,Detroit Tigers,
LLR-DO,David Ortiz,Boston Red Sox,
LLR-FT,Frank Thomas,Chicago White Sox,
LLR-GA,Gary Sanchez,New York Yankees,
LLR-GS,Giancarlo Stanton,Miami Marlins,
LLR-GT,Giancarlo Stanton,Miami Marlins,
LLR-JC,Jose Canseco,Oakland Athletics,
LLR-JD,Josh Donaldson,Toronto Blue Jays,
LLR-JG,Joey Gallo,Texas Rangers,
LLR-JP,Joc Pederson,Los Angeles Dodgers,
LLR-JR,Jon Gray,Colorado Rockies,
LLR-JT,Jim Thome,Cleveland Indians,
LLR-JV,Joey Votto,Cincinnati Reds,
LLR-KB,Kris Bryant,Chicago Cubs,
LLR-KS,Kyle Schwarber,Chicago Cubs,
LLR-MC,Mark McGwire,Oakland Athletics,
LLR-MG,Mark McGwire,St. Louis Cardinals,
LLR-MM,Manny Machado,Baltimore Orioles,
LLR-MP,Mike Piazza,Los Angeles Dodgers,
LLR-MR,Mike Trout,Angels,
LLR-MT,Mike Trout,Angels,
LLR-NA,Nolan Arenado,Colorado Rockies,
LLR-NS,Noah Sydergaard,New York Mets,
LLR-PG,Paul Goldschmidt,Arizona Diamondbacks,
LLR-WC,Willson Contreras,Chicago Cubs,
ONR-AB,Andrew Benintendi,Boston Red Sox,
ONR-AD,Adam Duvall,Cincinnati Reds,
ONR-AJ,Adam Jones,Baltimore Orioles,
ONR-AN,Aaron Nola,Philadelphia Phillies,
ONR-AR,Addison Russell,Chicago Cubs,
ONR-AW,Adam Wainwright,St. Louis Cardinals,
ONR-BH,Billy Hamilton,Cincinnati Reds,
ONR-BP,Buster Posey,San Francisco Giants,
ONR-CA,Chris Archer,Tampa Bay Rays,
ONR-CB,Charlie Blackmon,Colorado Rockies,
ONR-CK,Craig Kimbrel,Boston Red Sox,
ONR-CM,Carlos Martinez,St. Louis Cardinals,
ONR-DK,Dallas Keuchel,Houston Astros,
ONR-DL,DJ LeMahieu,Colorado Rockies,
ONR-DP,Dustin Pedroia,Boston Red Sox,
ONR-FH,Felix Hernandez,Seattle Mariners,
ONR-GP,Gregory Polanco,Pittsburgh Pirates,
ONR-GS,George Springer,Houston Astros,
ONR-HR,Hyun-Jin Ryu,Los Angeles Dodgers,
ONR-I,Ichiro,Miami Marlins,
ONR-JC,Johnny Cueto,San Francisco Giants,
ONR-JD,Jacob deGrom,New York Mets,
ONR-JG,Jon Gray,Colorado Rockies,
ONR-JH,Josh Harrison,Pittsburgh Pirates,
ONR-JM,Joe Mauer,Minnesota Twins,
ONR-JS,Jonathan Schoop,Baltimore Orioles,
ONR-JT,Julio Teheran,Atlanta Braves,
ONR-JV,Joey Votto,Cincinnati Reds,
ONR-KK,Kevin Kiermaier,Tampa Bay Rays,
ONR-KS,Kyle Seager,Seattle Mariners,
ONR-KW,Kolten Wong,St. Louis Cardinals,
ONR-MA,Miguel Cabrera,Detroit Tigers,
ONR-MC,Michael Conforto,New York Mets,
ONR-MH,Matt Harvey,New York Mets,
ONR-MM,Manny Machado,Baltimore Orioles,
ONR-MS,Miguel Sano,Minnesota Twins,
ONR-MT,Marcus Stroman,Toronto Blue Jays,
ONR-MW,Michael Wacha,St. Louis Cardinals,
ONR-MZ,Mike Zunino,Seattle Mariners,
ONR-NA,Nolan Arenado,Colorado Rockies,
ONR-NC,Nicholas Castellanos,Detroit Tigers,
ONR-NR,Nelson Cruz,Seattle Mariners,
ONR-RC,Robinson Cano,Seattle Mariners,
ONR-SM,Starling Marte,Pittsburgh Pirates,
ONR-SP,Salvador Perez,Kansas City Royals,
ONR-SS,Stephen Strasburg,Washington Nationals,
ONR-VM,Victor Martinez,Detroit Tigers,
ONR-WM,Wil Myers,San Diego Padres,
ONR-XB,Xander Bogaerts,Boston Red Sox,
ONR-ZW,Zack Wheeler,New York Mets,
