card_number,name,team,designations
CS-AL,Al Lopez,Chicago White Sox,
CS-BG,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BL,Bob Lemon,Cleveland Indians,
CS-BLE,Buck Leonard First Baseman,,
CS-BR,Bobby Richardson,New York Yankees,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EA,Earl Averill,Cleveland Indians,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EC,Earle Combs,New York Yankees,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-ES,Enos Slaughter,St. Louis Cardinals,
CS-FF,Frankie Frisch,St. Louis Cardinals,
CS-GC,Gary Carter,New York Mets,
CS-GHPK,"George ""High Pockets"" KeNllyew York",Giants,
CS-GK,George Kell,Detroit Tigers,
CS-HC,Happy Chandler,Major League Baseball,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-JS,Joe Sewell,Cleveland Indians,
CS-LA,Luke Appling,Chicago White Sox,
CS-LB,Lou Boudreau,Cleveland Indians,
CS-LG,Lefty Grove Philadelphia,Athletics,
CS-MI,Monte Irvin,New York Giants,
CS-MP,Milt Pappas,Baltimore Orioles,
CS-NF,Nellie Fox,Chicago White Sox,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS-RA,Richie Ashburn,Philadelphia Phillies,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-RR,Robin Roberts,Philadelphia Phillies,
CS-RS,Ron Santo,Chicago Cubs,
CS-SC,Stan Coveleski,Cleveland Indians,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,Cleveland Indians,
CS-SR,Sam Rice,Washington Senators,
CS-TH,Tommy Henrich,New York Yankees,
CS-TK,Ted Kluszewski,Cincinnati Reds,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WS,Willie Stargell,Pittsburgh Pirates,
CS-WSP,Warren Spahn,Milwaukee Braves,
