card_number,name,team,designations
AMP-AB,Adrian Beltre,Texas Rangers,
AMP-AJ,Aaron Judge,New York Yankees,
AMP-AK,Al Kaline,Detroit Tigers,
AMP-AP,Albert Pujols,Angels,
AMP-AR,Anthony Rizzo,Chicago Cubs,
AMP-BG,Bob Gibson,St. Louis Cardinals,
AMP-BH,Bryce Harper,Washington Nationals,
AMP-BJ,Bo Jackson,Kansas City Royals,
AMP-BP,Buster Posey,San Francisco Giants,
AMP-CJ,Chipper Jones,Atlanta Braves,
AMP-CY,Carl Yastrzemski,Boston Red Sox,
AMP-DJ,Derek Jeter,New York Yankees,
AMP-DM,Don Mattingly,New York Yankees,
AMP-DO,David Ortiz,Boston Red Sox,
AMP-DW,David Wright,New York Mets,
AMP-EB,Ernie Banks,Chicago Cubs,
AMP-FL,Francisco Lindor,Cleveland Indians,
AMP-FT,Frank Thomas,Chicago White Sox,
AMP-GB,George Brett,Kansas City Royals,
AMP-HA,Hank Aaron,Milwaukee Braves,
AMP-HK,Harmon Killebrew,Minnesota Twins,
AMP-HW,Honus Wagner,Pittsburgh Pirates,
AMP-I,Ichiro,Seattle Mariners,
AMP-IR,Ivan Rodriguez,Texas Rangers,
AMP-JA,Jose Altuve,Houston Astros,
AMP-JB,Jeff Bagwell,Houston Astros,
AMP-JR,Jackie Robinson,Brooklyn Dodgers,
AMP-JS,Juan Soto,Washington Nationals,
AMP-JV,Justin Verlander,Houston Astros,
AMP-JVO,Joey Votto,Cincinnati Reds,
AMP-LG,Lou Gehrig,New York Yankees,
AMP-MB,Mookie Betts,Boston Red Sox,
AMP-MM,Mark McGwire,Oakland Athletics,
AMP-MP,Mike Piazza,New York Mets,
AMP-MS,Max Scherzer,Washington Nationals,
AMP-NA,Nolan Arenado,Colorado Rockies,
AMP-RA,Roberto Alomar,Toronto Blue Jays,
AMP-RC,Rod Carew,Minnesota Twins,
AMP-RJ,Reggie Jackson,Oakland Athletics,
AMP-RY,Robin Yount,Milwaukee Brewers,
AMP-SC,Steve Carlton,Philadelphia Phillies,
AMP-SK,Sandy Koufax,Los Angeles Dodgers,
AMP-SM,Stan Musial,St. Louis Cardinals,
AMP-SO,Shohei Ohtani,Angels,
AMP-TG,Tony Gwynn,San Diego Padres,
AMP-TGL,Tom Glavine,Atlanta Braves,
AMP-TW,Ted Williams,Boston Red Sox,
AMP-VG,Vladimir Guerrero,Angels,
AMP-WS,Willie Stargell,Pittsburgh Pirates,
AMP-YM,Yadier Molina,St. Louis Cardinals,
