card_number,name,team,designations
AMM-AD,Andre Dawson,Montréal Expos,
AMM-BF,Bob Feller,Cleveland Indians,
AMM-BH,Bryce Harper,Philadelphia Phillies,
AMM-BL,Barry Larkin,Cincinnati Reds,
AMM-BR,Babe Ruth,New York Yankees,
AMM-BRO,Brooks Robinson,Baltimore Orioles,
AMM-BRU,Babe Ruth,Boston Red Sox,
AMM-CB,Charlie Blackmon,Colorado Rockies,
AMM-CF,Carlton Fisk,Chicago White Sox,
AMM-CJ,Chipper Jones,Atlanta Braves,
AMM-CS,Chris Sale,Boston Red Sox,
AMM-CY,Christian Yelich,Milwaukee Brewers,
AMM-DE,Dennis Eckersley,Oakland Athletics,
AMM-DS,Duke Snider,Brooklyn Dodgers,
AMM-EB,Ernie Banks,Chicago Cubs,
AMM-EM,Eddie Murray,Baltimore Orioles,
AMM-EMA,Eddie Mathews,Milwaukee Braves,
AMM-FF,Freddie Freeman,Atlanta Braves,
AMM-GB,George Brett,Kansas City Royals,
AMM-HA,Hank Aaron,Milwaukee Braves,
AMM-HW,Honus Wagner,Pittsburgh Pirates,
AMM-JB,Javier Baez,Chicago Cubs,
AMM-JM,Juan Marichal,San Francisco Giants,
AMM-JMO,Joe Morgan,Cincinnati Reds,
AMM-JR,Jose Ramirez,Cleveland Indians,
AMM-Jd,Jacob deGrom,New York Mets,
AMM-LB,Lou Brock,St. Louis Cardinals,
AMM-MC,Miguel Cabrera,Detroit Tigers,
AMM-MO,Mel Ott,New York Giants,
AMM-MR,Mariano Rivera,New York Yankees,
AMM-NR,Nolan Ryan,Texas Rangers,
AMM-NRY,Nolan Ryan,California Angels,
AMM-OS,Ozzie Smith,St. Louis Cardinals,
AMM-PM,Pedro Martinez,Boston Red Sox,
AMM-RC,Roger Clemens,Toronto Blue Jays,
AMM-RCA,Rod Carew,California Angels,
AMM-RH,Rogers Hornsby,St. Louis Cardinals,
AMM-RHE,Rickey Henderson,Oakland Athletics,
AMM-RHO,Rhys Hoskins,Philadelphia Phillies,
AMM-RM,Roger Maris,New York Yankees,
AMM-RS,Ryne Sandberg,Chicago Cubs,
AMM-SK,Sandy Koufax,Los Angeles Dodgers,
AMM-SM,Stan Musial,St. Louis Cardinals,
AMM-TG,Tony Gwynn,San Diego Padres,
AMM-TH,Todd Helton,Colorado Rockies,
AMM-TW,Ted Williams,Boston Red Sox,
AMM-VG,Vladimir Guerrero,Montréal Expos,
AMM-WC,Will Clark,San Francisco Giants,
AMM-WS,Willie Stargell,Pittsburgh Pirates,
AMM-WSP,Warren Spahn,Milwaukee Braves,
