card_number,name,team,designations
ITNR-AA,Albert Almora Jr.,Chicago Cubs,
ITNR-AB,Alex Bregman,Houston Astros,
ITNR-ABE,Andrew Benintendi,Boston Red Sox,
ITNR-BB,Byron Buxton,Minnesota Twins,
ITNR-BC,Brandon Crawford,San Francisco Giants,
ITNR-BH,Bryce Harper,Washington Nationals,
ITNR-BM,Brian McCann,Houston Astros,
ITNR-CM,Carlos Martinez,St. Louis Cardinals,
ITNR-CS,Chris Sale,Boston Red Sox,
ITNR-DP,Dustin Pedroia,Boston Red Sox,
ITNR-EL,Evan Longoria,San Francisco Giants,
ITNR-ER,Eddie Rosario,Minnesota Twins,
ITNR-FF,Freddie Freeman,Atlanta Braves,
ITNR-GS,George Springer,Houston Astros,
ITNR-JA,Jose Abreu,Chicago White Sox,
ITNR-JAL,Jose Altuve,Houston Astros,
ITNR-JB,Jackie Bradley Jr.,Boston Red Sox,
ITNR-JG,Joey Gallo,Texas Rangers,
ITNR-JGR,Jon Gray,Colorado Rockies,
ITNR-JH,Jason Heyward,Chicago Cubs,
ITNR-JLE,Jon Lester,Chicago Cubs,
ITNR-JPE,Joc Pederson,Los Angeles Dodgers,
ITNR-JS,Justin Smoak,Toronto Blue Jays,
ITNR-JT,Jameson Taillon,Pittsburgh Pirates,
ITNR-JTE,Julio Teheran,Atlanta Braves,
ITNR-JV,Joey Votto,Cincinnati Reds,
ITNR-Jd,Jacob deGrom,New York Mets,
ITNR-KB,Kris Bryant,Chicago Cubs,
ITNR-KD,Khris Davis,Oakland Athletics,
ITNR-KM,Kenta Maeda,Los Angeles Dodgers,
ITNR-KS,Kyle Seager,Seattle Mariners,
ITNR-KW,Kolten Wong,St. Louis Cardinals,
ITNR-MB,Mookie Betts,Boston Red Sox,
ITNR-MC,Miguel Cabrera,Detroit Tigers,
ITNR-MK,Max Kepler,Minnesota Twins,
ITNR-MS,Marcus Stroman,Toronto Blue Jays,
ITNR-MSA,Miguel Sano,Minnesota Twins,
ITNR-MT,Mike Trout,Angels,
ITNR-NC,Nicholas Castellanos,Detroit Tigers,
ITNR-RO,Rougned Odor,Texas Rangers,
ITNR-SM,Starling Marte,Pittsburgh Pirates,
ITNR-SP,Salvador Perez,Kansas City Royals,
ITNR-TM,Trey Mancini,Baltimore Orioles,
ITNR-TS,Trevor Story,Colorado Rockies,
ITNR-WC,Willson Contreras,Chicago Cubs,
ITNR-WM,Wil Myers,San Diego Padres,
ITNR-WME,Whit Merrifield,Kansas City Royals,
ITNR-XB,Xander Bogaerts,Boston Red Sox,
ITNR-YP,Yasiel Puig,Los Angeles Dodgers,
ITNR-ZW,Zack Wheeler,New York Mets,
