card_number,name,team,designations
ITN-AB,Alex Bregman,Houston Astros,
ITN-AC,Aroldis Chapman,New York Yankees,
ITN-AJ,Aaron Judge,New York Yankees,
ITN-AN,Aaron Nola,Philadelphia Phillies,
ITN-BC,Brandon Crawford,San Francisco Giants,
ITN-CB,Charlie Blackmon,Colorado Rockies,
ITN-CKI,Craig Kimbrel,Boston Red Sox,
ITN-CKL,Corey Kluber,Cleveland Indians,
ITN-CS,Chris Sale,Boston Red Sox,
ITN-CY,Christian Yelich,Milwaukee Brewers,
ITN-FF,Freddie Freeman,Atlanta Braves,
ITN-FL,Francisco Lindor,Cleveland Indians,
ITN-GC,Gerrit Cole,Houston Astros,
ITN-GS,George Springer,Houston Astros,
ITN-GT,Gleyber Torres,New York Yankees,
ITN-JA,Jose Altuve,Houston Astros,
ITN-JAB,Jose Abreu,Chicago White Sox,
ITN-JB,Jose Berrios,Minnesota Twins,
ITN-JBA,Javier Baez,Chicago Cubs,
ITN-JL,Jon Lester,Chicago Cubs,
ITN-JM,J.D. Martinez,Boston Red Sox,
ITN-JR,Jose Ramirez,Cleveland Indians,
ITN-JRE,J.T. Realmuto,Miami Marlins,
ITN-JV,Justin Verlander,Houston Astros,
ITN-JVO,Joey Votto,Cincinnati Reds,
ITN-Jd,Jacob deGrom,New York Mets,
ITN-KJ,Kenley Jansen,Los Angeles Dodgers,
ITN-LC,Lorenzo Cain,Milwaukee Brewers,
ITN-LS,Luis Severino,New York Yankees,
ITN-MB,Michael Brantley,Cleveland Indians,
ITN-MBE,Mookie Betts,Boston Red Sox,
ITN-MH,Mitch Haniger,Seattle Mariners,
ITN-MK,Matt Kemp,Los Angeles Dodgers,
ITN-MM,Manny Machado,Baltimore Orioles,
ITN-MS,Max Scherzer,Washington Nationals,
ITN-MT,Mike Trout,Angels,
ITN-NA,Nolan Arenado,Colorado Rockies,
ITN-NC,Nelson Cruz,Seattle Mariners,
ITN-NM,Nick Markakis,Atlanta Braves,
ITN-OA,Ozzie Albies,Atlanta Braves,
ITN-PG,Paul Goldschmidt,Arizona Diamondbacks,
ITN-SC,Shin-Soo Choo,Texas Rangers,
ITN-SD,Sean Doolittle,Washington Nationals,
ITN-SG,Scooter Gennett,Cincinnati Reds,
ITN-SP,Salvador Perez,Kansas City Royals,
ITN-TB,Trevor Bauer,Cleveland Indians,
ITN-TS,Trevor Story,Colorado Rockies,
ITN-WC,Willson Contreras,Chicago Cubs,
ITN-YM,Yadier Molina,St. Louis Cardinals,
