card_number,name,team,designations
AMM-AB,Adrian Beltre,Texas Rangers,
AMM-AJ,Aaron Judge,New York Yankees,
AMM-AK,Al Kaline,Detroit Tigers,
AMM-AP,Albert Pujols,Angels,
AMM-AR,Anthony Rizzo,Chicago Cubs,
AMM-BG,Bob Gibson,St. Louis Cardinals,
AMM-BJ,Bo Jackson,Kansas City Royals,
AMM-BP,Buster Posey,San Francisco Giants,
AMM-CK,Clayton Kershaw,Los Angeles Dodgers,
AMM-CR,Cal Ripken Jr.,Baltimore Orioles,
AMM-CY,Carl Yastrzemski,Boston Red Sox,
AMM-DJ,Derek Jeter,New York Yankees,
AMM-DM,Don Mattingly,New York Yankees,
AMM-DO,David Ortiz,Boston Red Sox,
AMM-FH,Felix Hernandez,Seattle Mariners,
AMM-FL,Francisco Lindor,Cleveland Indians,
AMM-FT,Frank Thomas,Chicago White Sox,
AMM-I,Ichiro,Seattle Mariners,
AMM-IR,Ivan Rodriguez,Texas Rangers,
AMM-JA,Jose Altuve,Houston Astros,
AMM-JM,Joe Mauer,Minnesota Twins,
AMM-JR,Jackie Robinson,Brooklyn Dodgers,
AMM-JS,Juan Soto,Washington Nationals,
AMM-JT,Joey Votto,Cincinnati Reds,
AMM-JV,Justin Verlander,Houston Astros,
AMM-KB,Kris Bryant,Chicago Cubs,
AMM-LG,Lou Gehrig,New York Yankees,
AMM-MB,Mookie Betts,Boston Red Sox,
AMM-MG,Mark McGwire,Oakland Athletics,
AMM-MM,Manny Machado,Los Angeles Dodgers,
AMM-MP,Mike Piazza,New York Mets,
AMM-MS,Max Scherzer,Washington Nationals,
AMM-MT,Mike Trout,Angels,
AMM-NA,Nolan Arenado,Colorado Rockies,
AMM-PG,Paul Goldschmidt,Arizona Diamondbacks,
AMM-RA,Roberto Alomar,Toronto Blue Jays,
AMM-RC,Roberto Clemente,Pittsburgh Pirates,
AMM-RCA,Rod Carew,Minnesota Twins,
AMM-RJ,Reggie Jackson,Oakland Athletics,
AMM-RO,Ronald Acuña Jr.,Atlanta Braves,
AMM-RY,Robin Yount,Milwaukee Brewers,
AMM-SC,Steve Carlton,Philadelphia Phillies,
AMM-SO,Shohei Ohtani,Angels,
AMM-TC,Ty Cobb,Detroit Tigers,
AMM-TG,Tom Glavine,Atlanta Braves,
AMM-TS,Tom Seaver,New York Mets,
AMM-VG,Vladimir Guerrero,Montréal Expos,
AMM-WB,Wade Boggs,Boston Red Sox,
AMM-WM,Willie McCovey,San Francisco Giants,
AMM-YM,Yadier Molina,St. Louis Cardinals,
