card_number,name,team,designations
AMP-AB,Alex Bregman,Houston Astros,
AMP-ABE,Andrew Benintendi,Boston Red Sox,
AMP-AP,Andy Pettitte,New York Yankees,
AMP-BL,Barry Larkin,Cincinnati Reds,
AMP-BRU,Babe Ruth,New York Yankees,
AMP-CB,Cody Bellinger,Los Angeles Dodgers,
AMP-CBL,Charlie Blackmon,Colorado Rockies,
AMP-CC,Carlos Correa,Houston Astros,
AMP-CK,Clayton Kershaw,Los Angeles Dodgers,
AMP-CR,Cal Ripken Jr.,Baltimore Orioles,
AMP-CS,Corey Seager,Los Angeles Dodgers,
AMP-CSA,Chris Sale,Boston Red Sox,
AMP-CY,Christian Yelich,Milwaukee Brewers,
AMP-DE,Dennis Eckersley,Oakland Athletics,
AMP-DP,Dustin Pedroia,Boston Red Sox,
AMP-FF,Freddie Freeman,Atlanta Braves,
AMP-GC,Gerrit Cole,Houston Astros,
AMP-GS,Giancarlo Stanton,New York Yankees,
AMP-GSP,George Springer,Houston Astros,
AMP-GT,Gleyber Torres,New York Yankees,
AMP-JA,Jose Abreu,Chicago White Sox,
AMP-JB,Javier Baez,Chicago Cubs,
AMP-JDE,Jacob deGrom,New York Mets,
AMP-JG,Juan Gonzalez,Texas Rangers,
AMP-JR,Jose Ramirez,Cleveland Indians,
AMP-JU,Justin Upton,Angels,
AMP-KB,Kris Bryant,Chicago Cubs,
AMP-LS,Luis Severino,New York Yankees,
AMP-MC,Miguel Cabrera,Detroit Tigers,
AMP-MM,Mark McGwire,St. Louis Cardinals,
AMP-MMC,Manny Machado,Los Angeles Dodgers,
AMP-MP,Mike Piazza,Los Angeles Dodgers,
AMP-MS,Max Scherzer,Washington Nationals,
AMP-MT,Mike Trout,Angels,
AMP-NR,Nolan Ryan,Texas Rangers,
AMP-NS,Noah Syndergaard,New York Mets,
AMP-OA,Ozzie Albies,Atlanta Braves,
AMP-OS,Ozzie Smith,St. Louis Cardinals,
AMP-PG,Paul Goldschmidt,Arizona Diamondbacks,
AMP-PM,Pedro Martinez,Boston Red Sox,
AMP-RA,Ronald Acuña Jr.,Atlanta Braves,
AMP-RC,Roberto Clemente,Pittsburgh Pirates,
AMP-RCA,Rod Carew,California Angels,
AMP-RH,Rhys Hoskins,Philadelphia Phillies,
AMP-RHE,Rickey Henderson,Oakland Athletics,
AMP-RJ,Randy Johnson,Seattle Mariners,
AMP-RM,Roger Maris,New York Yankees,
AMP-SP,Salvador Perez,Kansas City Royals,
AMP-TC,Ty Cobb,Detroit Tigers,
AMP-TT,Trea Turner,Washington Nationals,
