card_number,name,team,designations
CS-AL,Al Lopez,Chicago White Sox,
CS-BD,Bill Dickey,New York Yankees,
CS-BG,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BLE,Buck Leonard,,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-CM,Connie Mack Philadelphia,Athletics,
CS-CY,Cy Young,Boston Red Sox,
CS-DD,Don Drysdale,Los Angeles Dodgers,
CS-DDE,Dizzy Dean,St. Louis Cardinals,
CS-EA,Earl Averill,Cleveland Indians,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-ES,Enos Slaughter,St. Louis Cardinals,
CS-FF,Frankie Frisch,St. Louis Cardinals,
CS-GK,George Kell,Detroit Tigers,
CS-GKP,"George ""High Pockets"" Kelly",New York Giants,
CS-HC,Happy Chandler,Major League Baseball,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-JR,Jackie Robinson,Brooklyn Dodgers,
CS-JS,Joe Sewell,Cleveland Indians,
CS-LA,Luke Appling,Chicago White Sox,
CS-LD,Larry Doby,Cleveland Indians,
CS-LM,Lee MacPhail,Major League Baseball,
CS-MI,Monte Irvin,New York Giants,
CS-NF,Nellie Fox,Chicago White Sox,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PRE,Pee Wee Reese,Brooklyn Dodgers,
CS-RC,Roberto Clemente,Pittsburgh Pirates,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RM,Roger Maris,New York Yankees,
CS-SC,Stan Coveleski,Cleveland Indians,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,Cleveland Indians,
CS-TC,Ty Cobb,Detroit Tigers,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WS,Warren Spahn,Milwaukee Braves,
