card_number,name,team,designations
1,Aaron Judge,New York Yankees,
20,Vladimir Guerrero Jr.,Toronto Blue Jays,
50,Ronald Acuña Jr.,Atlanta Braves,
97,Nick Kurtz,Athletics,
100,Paul Skenes,Pittsburgh Pirates,
104,Samuel Basallo,Baltimore Orioles,RC
123,Francisco Lindor,New York Mets,
138,Jac Caglianone,Kansas City Royals,RC
146,Julio Rodríguez,Seattle Mariners,
189,Roman Anthony,Boston Red Sox,RC
196,Pete Crow-Armstrong,Chicago Cubs,
200,Shohei Ohtani,Los Angeles Dodgers,
205,Bobby Witt Jr.,Kansas City Royals,
250,Bryce Harper,Philadelphia Phillies,
333,Fernando Tatis Jr.,San Diego Padres,
350,Mike Trout,Angels,
368,Kyle Tucker,Los Angeles Dodgers,
372,Sal Stewart,Cincinnati Reds,RC
400,Pete Alonso,Baltimore Orioles,
406,Bryce Eldridge,San Francisco Giants,RC
448,Jackson Chourio,Milwaukee Brewers,
458,Chase DeLauter,Cleveland Guardians,RC
468,Yordan Alvarez,Houston Astros,
473,Bo Bichette,New York Mets,
500,Shohei Ohtani,Los Angeles Dodgers,
503,Munetaka Murakami,Chicago White Sox,RC
530,Carter Jensen,Kansas City Royals,RC
560,Jarren Duran,Boston Red Sox,
600,Juan Soto,New York Mets,
620,Trey Yesavage,Toronto Blue Jays,RC
650,Kyle Schwarber,Philadelphia Phillies,
685,Seiya Suzuki,Chicago Cubs,
