card_number,name,team,designations
4,Jonah Tong,New York Mets,RC
10,Jacob Misiorowski,Milwaukee Brewers,RC
20,Vladimir Guerrero Jr.,Toronto Blue Jays,
46,Gunnar Henderson,Baltimore Orioles,
50,Ronald Acuña Jr.,Atlanta Braves,
97,Nick Kurtz,Athletics,
100,Paul Skenes,Pittsburgh Pirates,
104,Samuel Basallo,Baltimore Orioles,RC
138,Jac Caglianone,Kansas City Royals,RC
146,Julio Rodríguez,Seattle Mariners,
189,Roman Anthony,Boston Red Sox,RC
196,Pete Crow-Armstrong,Chicago Cubs,
201,Kyle Teel,Chicago White Sox,RC
205,Bobby Witt Jr.,Kansas City Royals,
233,Owen Caissie,Chicago Cubs,RC
250,Bryce Harper,Philadelphia Phillies,
283,Bubba Chandler,Pittsburgh Pirates,RC
300,Tarik Skubal,Detroit Tigers,
312,Chase Burns,Cincinnati Reds,RC
333,Fernando Tatis Jr.,San Diego Padres,
