card_number,name,team,designations
GOG-1,Nolan Ryan,Houston Astros,
GOG-2,Cal Ripken Jr.,Baltimore Orioles,
GOG-3,Willie Mays,San Francisco Giants,
GOG-4,Carl Yastrzemski,Boston Red Sox,
GOG-5,Mike Schmidt,Philadelphia Phillies,
GOG-6,Derek Jeter,New York Yankees,
GOG-7,Greg Maddux,Atlanta Braves,
GOG-8,Frank Thomas,Chicago White Sox,
GOG-9,Ken Griffey Jr.,Seattle Mariners,
GOG-10,Ozzie Smith,St. Louis Cardinals,
GOG-11,Rod Carew,Minnesota Twins,
GOG-12,Ryne Sandberg,Chicago Cubs,
GOG-13,Jackie Robinson,Brooklyn Dodgers,
GOG-14,Tony Gwynn,San Diego Padres,
GOG-15,Ted Williams,Boston Red Sox,
GOG-16,Ty Cobb,Detroit Tigers,
GOG-17,Buster Posey,San Francisco Giants,
GOG-18,Johnny Bench,Cincinnati Reds,
GOG-19,Clayton Kershaw,Los Angeles Dodgers,
GOG-20,Mike Trout,Angels,
GOG-21,George Brett,Kansas City Royals,
GOG-22,Roberto Clemente,Pittsburgh Pirates,
GOG-23,Christy Mathewson,New York Giants,
GOG-24,Bob Feller,Cleveland,
GOG-25,Ichiro,Seattle Mariners,
GOG-26,Tom Seaver,New York Mets,
