card_number,name,team,designations
PPR-AB,Alex Bregman,Houston Astros,
PPR-AG,Adolis García,Texas Rangers,
PPR-AN,Aaron Nola,Philadelphia Phillies,
PPR-AR,Austin Riley,Atlanta Braves,
PPR-ARU,Adley Rutschman,Baltimore Orioles,
PPR-AT,Alek Thomas,Arizona Diamondbacks,
PPR-BB,Bo Bichette,Toronto Blue Jays,
PPR-BH,Bryce Harper,Philadelphia Phillies,
PPR-BS,Bryson Stott,Philadelphia Phillies,
PPR-CB,Corbin Burnes,Milwaukee Brewers,
PPR-CC,Corbin Carroll,Arizona Diamondbacks,
PPR-CCO,Carlos Correa,Minnesota Twins,
PPR-CK,Clayton Kershaw,Los Angeles Dodgers,
PPR-CM,Chas McCormick,Houston Astros,
PPR-CS,Corey Seager,Texas Rangers,
PPR-CW,Christian Walker,Arizona Diamondbacks,
PPR-CY,Christian Yelich,Milwaukee Brewers,
PPR-EL,Evan Longoria,Arizona Diamondbacks,
PPR-FF,Freddie Freeman,Los Angeles Dodgers,
PPR-FP,Freddy Peralta,Milwaukee Brewers,
PPR-GH,Gunnar Henderson,Baltimore Orioles,
PPR-GM,Gabriel Moreno,Arizona Diamondbacks,
PPR-GR,Grayson Rodriguez,Baltimore Orioles,
PPR-GS,George Springer,Toronto Blue Jays,
PPR-JA,Jose Altuve,Houston Astros,
PPR-JB,José Berríos,Toronto Blue Jays,
PPR-JC,Jazz Chisholm Jr.,Miami Marlins,
PPR-JH,Jonah Heim,Texas Rangers,
PPR-JP,Jeremy Peña,Houston Astros,
PPR-JR,J.T. Realmuto,Philadelphia Phillies,
PPR-JV,Justin Verlander,Houston Astros,
PPR-KEL,Merrill Kelly,Arizona Diamondbacks,
PPR-KG,Kevin Gausman,Toronto Blue Jays,
PPR-KM,Ketel Marte,Arizona Diamondbacks,
PPR-KS,Kyle Schwarber,Philadelphia Phillies,
PPR-KT,Kyle Tucker,Houston Astros,
PPR-LA,Luis Arraez,Miami Marlins,
PPR-LOU,Lourdes Gurriel Jr.,Arizona Diamondbacks,
PPR-MAR,Brandon Marsh,Philadelphia Phillies,
PPR-MB,Mookie Betts,Los Angeles Dodgers,
PPR-MBR,Michael Brantley,Houston Astros,
PPR-MC,Matt Chapman,Toronto Blue Jays,
PPR-MH,Michael Harris II,Atlanta Braves,
PPR-MM,Max Muncy,Los Angeles Dodgers,
PPR-MS,Marcus Semien,Texas Rangers,
PPR-NC,Nick Castellanos,Philadelphia Phillies,
PPR-NE,Nathan Eovaldi,Texas Rangers,
PPR-OA,Ozzie Albies,Atlanta Braves,
PPR-PER,Geraldo Perdomo,Arizona Diamondbacks,
PPR-RA,Ronald Acuña Jr.,Atlanta Braves,
PPR-RAR,Randy Arozarena,Tampa Bay Rays,
PPR-RL,Royce Lewis,Minnesota Twins,
PPR-RM,Ryan Mountcastle,Baltimore Orioles,
PPR-SF,Sal Frelick,Milwaukee Brewers,RC
PPR-SS,Spencer Strider,Atlanta Braves,
PPR-TG,Tyler Glasnow,Tampa Bay Rays,
PPR-TT,Trea Turner,Philadelphia Phillies,
PPR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
PPR-YA,Yordan Alvarez,Houston Astros,
PPR-ZG,Zac Gallen,Arizona Diamondbacks,
PPR-ZW,Zack Wheeler,Philadelphia Phillies,
