card_number,name,team,designations
JNM-BB,Bo Bichette,Toronto Blue Jays,
JNM-BBU,Byron Buxton,Minnesota Twins,
JNM-BP,Buster Posey,San Francisco Giants,
JNM-FF,Freddie Freeman,Atlanta Braves,
JNM-FT,Fernando Tatis Jr.,San Diego Padres,
JNM-GC,Gerrit Cole,New York Yankees,
JNM-JS,Juan Soto,Washington Nationals,
JNM-JV,Joey Votto,Cincinnati Reds,
JNM-LR,Luis Robert,Chicago White Sox,
JNM-MC,Miguel Cabrera,Detroit Tigers,
JNM-MT,Mike Trout,Angels,
JNM-PA,Pete Alonso,New York Mets,
JNM-RA,Ronald Acuña Jr.,Atlanta Braves,
JNM-SO,Shohei Ohtani,Angels,
JNM-WF,Wander Franco,Tampa Bay Rays,
