card_number,name,team,designations
BSDA-BA,Craig Biggio / Jose Altuve,Houston Astros / Houston Astros,
BSDA-BB,Jeff Bagwell / Craig Biggio,Houston Astros / Houston Astros,
BSDA-BH,Lou Brock / Rickey Henderson,St. Louis Cardinals / Oakland Athletics,
BSDA-DA,Jacob deGrom / Pete Alonso,New York Mets / New York Mets,
BSDA-GA,Nolan Arenado / Paul Goldschmidt,St. Louis Cardinals / St. Louis Cardinals,
BSDA-GM,Bob Gibson / Yadier Molina,St. Louis Cardinals / St. Louis Cardinals,
BSDA-GR,Ken Griffey Jr. / Cal Ripken Jr.,Seattle Mariners / Baltimore Orioles,
BSDA-HM,Mark McGwire / Rickey Henderson,Oakland Athletics / Oakland Athletics,
BSDA-IH,Felix Hernandez / Ichiro,Seattle Mariners / Seattle Mariners,
BSDA-JF,Chipper Jones / Freddie Freeman,Atlanta Braves / Atlanta Braves,
BSDA-JJ,Aaron Judge / Reggie Jackson,New York Yankees / New York Yankees,
BSDA-JT,Derek Jeter / Mike Trout,New York Yankees / Angels,
BSDA-LV,Joey Votto / Barry Larkin,Cincinnati Reds / Cincinnati Reds,
BSDA-MG,Greg Maddux / Tom Glavine,Atlanta Braves / Atlanta Braves,
BSDA-MR,Anthony Rizzo / Don Mattingly,New York Yankees / New York Yankees,
BSDA-OG,Vladimir Guerrero Jr. / Shohei Ohtani,Toronto Blue Jays / Angels,
BSDA-OM,David Ortiz / Pedro Martinez,Boston Red Sox / Boston Red Sox,
BSDA-OT,Shohei Ohtani / Fernando Tatis Jr.,Angels / San Diego Padres,
BSDA-PA,Pete Alonso / Mike Piazza,New York Mets / New York Mets,
BSDA-PC,Albert Pujols / Miguel Cabrera,Los Angeles Dodgers / Detroit Tigers,
BSDA-PM,Yadier Molina / Buster Posey,St. Louis Cardinals / San Francisco Giants,
BSDA-RA,Nolan Arenado / Brooks Robinson,St. Louis Cardinals / Baltimore Orioles,
BSDA-RJ,Nolan Ryan / Randy Johnson,Texas Rangers / Seattle Mariners,
BSDA-SC,Steve Carlton / Mike Schmidt,Philadelphia Phillies / Philadelphia Phillies,
BSDA-SG,Juan Soto / Vladimir Guerrero Jr.,Washington Nationals / Toronto Blue Jays,
BSDA-ST,Juan Soto / Fernando Tatis Jr.,Washington Nationals / San Diego Padres,
BSDA-TH,Bryce Harper / Mike Trout,Philadelphia Phillies / Angels,
BSDA-TM,Manny Machado / Fernando Tatis Jr.,San Diego Padres / San Diego Padres,
