card_number,name,team,designations
ASA-AD,Andre Dawson,Montreal Expos,
ASA-BR,Brooks Robinson,Baltimore Orioles,
ASA-CR,Cal Ripken Jr.,Baltimore Orioles,
ASA-CRJ,Cal Ripken Jr.,Baltimore Orioles,
ASA-CY,Carl Yastrzemski,Boston Red Sox,
ASA-DJ,Derek Jeter,New York Yankees,
ASA-JB,Johnny Bench,Cincinnati Reds,
ASA-KG,Ken Griffey Jr.,Seattle Mariners,
ASA-KGJ,Ken Griffey Jr.,Seattle Mariners,
ASA-MM,Mark McGwire,Oakland Athletics,
ASA-PM,Pedro Martinez,Boston Red Sox,
ASA-RH,Rickey Henderson,Oakland Athletics,
ASA-RS,Ryne Sandberg,Chicago Cubs,
ASA-WC,Will Clark,San Francisco Giants,
