card_number,name,team,designations
PPA-AV,Alex Verdugo,Boston Red Sox,
PPA-CB,Corbin Burnes,Milwaukee Brewers,
PPA-CC,Carlos Correa,Houston Astros,
PPA-CM,Charlie Morton,Atlanta Braves,
PPA-DS,Dansby Swanson,Atlanta Braves,
PPA-EL,Evan Longoria,San Francisco Giants,
PPA-FF,Freddie Freeman,Atlanta Braves,
PPA-JA,Jose Altuve,Houston Astros,
PPA-KB,Kris Bryant,San Francisco Giants,
PPA-KS,Kyle Schwarber,Boston Red Sox,
PPA-LU,Luis Urias,Milwaukee Brewers,
PPA-LW,Logan Webb,San Francisco Giants,
PPA-MM,Max Muncy,Los Angeles Dodgers,
PPA-NC,Nelson Cruz,Tampa Bay Rays,
PPA-TA,Tim Anderson,Chicago White Sox,
PPA-WF,Wander Franco,Tampa Bay Rays,RC
PPA-WS,Will Smith,Los Angeles Dodgers,
