card_number,name,team,designations
BSA-AA,A.J. Alexy,Texas Rangers,RC
BSA-AB,Adrian Beltre,Texas Rangers,
BSA-ABE,Anthony Bender,Miami Marlins,RC
BSA-AC,Aroldis Chapman,New York Yankees,
BSA-AJA,Andre Jackson,Los Angeles Dodgers,RC
BSA-AN,Aaron Nola,Philadelphia Phillies,
BSA-BM,Brandon Marsh,Angels,RC
BSA-BR,Brooks Robinson,Baltimore Orioles,
BSA-CC,Carlos Correa,Houston Astros,
BSA-CJ,Chipper Jones,Atlanta Braves,
BSA-CR,Carlos Rodon,Chicago White Sox,
BSA-CRA,Cal Raleigh,Seattle Mariners,RC
BSA-CS,Connor Seabold,Boston Red Sox,RC
BSA-DC,Dylan Cease,Chicago White Sox,
BSA-DE,Drew Ellis,Arizona Diamondbacks,RC
BSA-DJ,Derek Jeter,New York Yankees,
BSA-DO,David Ortiz,Boston Red Sox,
BSA-DP,Dustin Pedroia,Boston Red Sox,
BSA-DS,Dansby Swanson,Atlanta Braves,
BSA-DW,Dave Winfield,New York Yankees,
BSA-EC,Edward Cabrera,Miami Marlins,RC
BSA-EH,Eric Hosmer,San Diego Padres,
BSA-ERI,Emmanuel Rivera,Kansas City Royals,RC
BSA-FJ,Fergie Jenkins,Chicago Cubs,
BSA-FR,Franmil Reyes,Cleveland Guardians,
BSA-FT,Fernando Tatis Jr.,San Diego Padres,
BSA-FTH,Frank Thomas,Chicago White Sox,
BSA-GC,Gerrit Cole,New York Yankees,
BSA-GJ,Griffin Jax,Minnesota Twins,RC
BSA-GM,Greg Maddux,Atlanta Braves,
BSA-GO,Glenn Otto,Texas Rangers,RC
BSA-GS,Gavin Sheets,Chicago White Sox,RC
BSA-HC,Hans Crouse,Philadelphia Phillies,RC
BSA-HR,Hyun-Jin Ryu,Toronto Blue Jays,
BSA-I,Ichiro,Seattle Mariners,
BSA-JA,Jesus Aguilar,Miami Marlins,
BSA-JAL,Jose Altuve,Houston Astros,
BSA-JB,Jake Brentz,Kansas City Royals,RC
BSA-JBU,Jake Burger,Chicago White Sox,RC
BSA-JD,Jarren Duran,Boston Red Sox,RC
BSA-JDE,Jacob deGrom,New York Mets,
BSA-JF,Jack Flaherty,St. Louis Cardinals,
BSA-JG,Joey Gallo,New York Yankees,
BSA-JGR,Josiah Gray,Washington Nationals,RC
BSA-JH,Josh Hader,Milwaukee Brewers,
BSA-JJ,Janson Junk,Angels,RC
BSA-JK,Jarred Kelenic,Seattle Mariners,
BSA-JM,Jake Meyers,Houston Astros,RC
BSA-JP,Jim Palmer,Baltimore Orioles,
BSA-JV,Joey Votto,Cincinnati Reds,
BSA-KS,Kyle Seager,Seattle Mariners,
BSA-LG,Luis Gil,New York Yankees,RC
BSA-MC,Matt Chapman,Oakland Athletics,
BSA-MG,Mark Grace,Chicago Cubs,
BSA-MMC,Mark McGwire,Oakland Athletics,
BSA-MP,Mike Piazza,New York Mets,
BSA-MT,Mike Trout,Angels,
BSA-MV,Matt Vierling,Philadelphia Phillies,RC
BSA-NC,Nelson Cruz,Tampa Bay Rays,
BSA-NF,Nick Fortes,Miami Marlins,RC
BSA-NR,Nolan Ryan,Houston Astros,
BSA-OC,Orlando Cepeda,San Francisco Giants,
BSA-OLO,Otto Lopez,Toronto Blue Jays,RC
BSA-PH,Payton Henry,Miami Marlins,RC
BSA-PM,Paul Molitor,Milwaukee Brewers,
BSA-PO,Paul O'neill,New York Yankees,
BSA-RA,Riley Adams,Washington Nationals,RC
BSA-RC,Rodolfo Castro,Pittsburgh Pirates,RC
BSA-RD,Ronnie Dawson,Houston Astros,RC
BSA-RH,Ryan Howard,Philadelphia Phillies,
BSA-RS,Ryne Sandberg,Chicago Cubs,
BSA-SB,Seth Beer,Arizona Diamondbacks,RC
BSA-SM,Starling Marte,Oakland Athletics,
BSA-SO,Shohei Ohtani,Angels,
BSA-SS,Sammy Sosa,Chicago Cubs,
BSA-TF,TJ Friedl,Cincinnati Reds,RC
BSA-TG,Tyler Gilbert,Arizona Diamondbacks,RC
BSA-TH,Trevor Hoffman,San Diego Padres,
BSA-TM,Tylor Megill,New York Mets,RC
BSA-VB,Vidal Brujan,Tampa Bay Rays,RC
BSA-WF,Wander Franco,Tampa Bay Rays,RC
BSA-YG,Yuli Gurriel,Houston Astros,
BSA-YHE,Yonny Hernandez,Texas Rangers,RC
BSA-YPO,Yohel Pozo,Texas Rangers,RC
BSA-ZL,Zac Lowther,Baltimore Orioles,RC
BSA-ZP,Zach Pop,Miami Marlins,RC
BSA-ZS,Zack Short,Detroit Tigers,RC
BSA-ZT,Zach Thompson,Miami Marlins,RC
