card_number,name,team,designations
BSA-AA,Aaron Ashby,Milwaukee Brewers,RC
BSA-AJ,Andruw Jones,Atlanta Braves,
BSA-AR,Alfonso Rivas,Chicago Cubs,RC
BSA-ARE,Anthony Rendon,Angels,
BSA-ARI,Anthony Rizzo,New York Yankees,
BSA-BB,Byron Buxton,Minnesota Twins,
BSA-BSN,Blake Snell,San Diego Padres,
BSA-CF,Carlton Fisk,Boston Red Sox,
BSA-CM,Cedric Mullins,Baltimore Orioles,
BSA-CT,Curtis Terry,Minnesota Twins,RC
BSA-DE,Dennis Eckersley,Oakland Athletics,
BSA-DM,Dale Murphy,Atlanta Braves,
BSA-DW,Dontrelle Willis,Florida Marlins,
BSA-ED,Eric Davis,Cincinnati Reds,
BSA-EMU,Eddie Murray,Baltimore Orioles,
BSA-FP,Freddy Peralta,Milwaukee Brewers,
BSA-FT,Frank Thomas,Chicago White Sox,
BSA-JA,Joan Adon,Washington Nationals,RC
BSA-JB,Johnny Bench,Cincinnati Reds,
BSA-JBE,Josh Bell,Washington Nationals,
BSA-JC,Jake Cousins,Milwaukee Brewers,RC
BSA-JI,Jonathan India,Cincinnati Reds,
BSA-JR,Jakson Reetz,Milwaukee Brewers,RC
BSA-JRA,Jose Ramirez,Cleveland Guardians,
BSA-JS,John Smoltz,Atlanta Braves,
BSA-JW,Jared Walsh,Angels,
BSA-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
BSA-KHE,Kyle Hendricks,Chicago Cubs,
BSA-KS,Kevin Smith,Toronto Blue Jays,RC
BSA-KT,Kyle Tucker,Houston Astros,
BSA-LC,Luis Castillo,Cincinnati Reds,
BSA-LF,Luis Frias,Arizona Diamondbacks,RC
BSA-LT,Lane Thomas,Washington Nationals,
BSA-LWJ,LaMonte WADE Jr.,San Francisco Giants,
BSA-MBA,Mike Baumann,Baltimore Orioles,RC
BSA-MBR,Michael Brantley,Houston Astros,
BSA-MC,Michael Conforto,New York Mets,
BSA-MM,Manny Machado,San Diego Padres,
BSA-MS,Marcus Semien,Texas Rangers,
BSA-MT,Mike Trout,Angels,
BSA-NC,Nick Castellanos,Cincinnati Reds,
BSA-OC,Oneil Cruz,Pittsburgh Pirates,RC
BSA-OO,Oliver Ortega,Angels,RC
BSA-RC,Roansy Contreras,Pittsburgh Pirates,RC
BSA-SBI,Shane Bieber,Cleveland Guardians,
BSA-SG,Sonny Gray,Cincinnati Reds,
BSA-SM,Sean Murphy,Oakland Athletics,
BSA-SO,Shohei Ohtani,Angels,
BSA-SSO,Sammy Sosa,Chicago Cubs,
BSA-TA,Trey Amburgey,Cincinnati Reds,RC
BSA-TAN,Tim Anderson,Chicago White Sox,
BSA-TR,Tim Raines,Montréal Expos,
BSA-WF,Wander Franco,Tampa Bay Rays,RC
BSA-YM,Yoan Moncada,Chicago White Sox,
