card_number,name,team,designations
83-1,Shohei Ohtani,Angels,RC
83-2,Walker Buehler,Los Angeles Dodgers,RC
83-3,Luiz Gohara,Atlanta Braves,RC
83-4,Tyler Mahle,Cincinnati Reds,RC
83-5,Austin Hays,Baltimore Orioles,RC
83-6,Chance Sisco,Baltimore Orioles,RC
83-7,Sandy Alcantara,Miami Marlins,RC
83-8,Jen-Ho Tseng,Chicago Cubs,RC
83-9,Richard Urena,Toronto Blue Jays,RC
83-10,Greg Allen,Cleveland Indians,RC
83-11,Brian Anderson,Miami Marlins,RC
83-12,Dillon Peters,Miami Marlins,RC
83-13,A.J. Minter,Atlanta Braves,RC
83-14,Troy Scribner,Angels,RC
83-15,Clint Frazier,New York Yankees,RC
83-16,Ozzie Albies,Atlanta Braves,RC
83-17,Amed Rosario,New York Mets,RC
83-18,Rhys Hoskins,Philadelphia Phillies,RC
83-19,Rafael Devers,Boston Red Sox,RC
83-20,Dominic Smith,New York Mets,RC
83-21,Victor Robles,Washington Nationals,RC
83-22,Dillon Maples,Chicago Cubs,RC
83-23,Christian Villanueva,San Diego Padres,RC
83-24,Nick Williams,Philadelphia Phillies,RC
