card_number,name,team,designations
SBA-AJ,Aaron Judge,New York Yankees,
SBA-AR,Adley Rutschman,Baltimore Orioles,
SBA-BH,Bryce Harper,Philadelphia Phillies,
SBA-BW,Bobby Witt Jr.,Kansas City Royals,
SBA-DJ,Derek Jeter,New York Yankees,
SBA-ED,Elly De La Cruz,Cincinnati Reds,RC
SBA-FF,Freddie Freeman,Los Angeles Dodgers,
SBA-FT,Fernando Tatis Jr.,San Diego Padres,
SBA-G,Ken Griffey Jr.,Seattle Mariners,
SBA-GC,Gerrit Cole,New York Yankees,
SBA-JR,Julio Rodríguez,Seattle Mariners,
SBA-JS,Juan Soto,San Diego Padres,
SBA-JV,Joey Votto,Cincinnati Reds,
SBA-MT,Mike Trout,Angels,
SBA-PA,Pete Alonso,New York Mets,
SBA-PG,Paul Goldschmidt,St. Louis Cardinals,
SBA-SO,Shohei Ohtani,Angels,
SBA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
