card_number,name,team,designations
GHA-BW,Bobby Witt Jr.,Kansas City Royals,
GHA-BWJ,Bobby Witt Jr.,Kansas City Royals,
GHA-CM,Christopher Morel,Chicago Cubs,
GHA-CMC,Chas McCormick,Houston Astros,
GHA-EDLC,Elly De La Cruz,Cincinnati Reds,RC
GHA-JA,Jose Altuve,Houston Astros,
GHA-JDO,Jasson Domínguez,New York Yankees,RC
GHA-JO,James Outman,Los Angeles Dodgers,
GHA-JOA,Jose Altuve,Houston Astros,
GHA-JR,José Ramírez,Cleveland Guardians,
GHA-JROD,Julio Rodríguez,Seattle Mariners,
GHA-LA,Luis Arraez,Miami Marlins,
GHA-MO,Matt Olson,Atlanta Braves,
GHA-NOM,Noelvi Marte,Cincinnati Reds,RC
GHA-PEA,Pete Alonso,New York Mets,
GHA-RAJ,Ronald Acuña Jr.,Atlanta Braves,
GHA-RAJ2,Ronald Acuña Jr.,Atlanta Braves,
GHA-ROL,Royce Lewis,Minnesota Twins,
GHA-SF,Sal Frelick,Milwaukee Brewers,RC
GHA-SO1,Shohei Ohtani,Angels,
GHA-SO2,Shohei Ohtani,Angels,
GHA-SO3,Shohei Ohtani,Angels,
