card_number,name,team,designations
ITNR-AA,Aristides Aquino,Cincinnati Reds,
ITNR-AR,Austin Riley,Atlanta Braves,
ITNR-ARI,Anthony Rizzo,Chicago Cubs,
ITNR-ARO,Amed Rosario,New York Mets,
ITNR-CB,Charlie Blackmon,Colorado Rockies,
ITNR-CBE,Cody Bellinger,Los Angeles Dodgers,
ITNR-CBI,Cavan Biggio,Toronto Blue Jays,
ITNR-CC,Carlos Correa,Houston Astros,
ITNR-CP,Chris Paddack,San Diego Padres,
ITNR-CS,Corey Seager,Los Angeles Dodgers,
ITNR-CY,Christian Yelich,Milwaukee Brewers,
ITNR-DG,Dee Strange-Gordon,Seattle Mariners,
ITNR-DJ,Danny Jansen,Toronto Blue Jays,
ITNR-DO,David Ortiz,Boston Red Sox,
ITNR-DS,Dansby Swanson,Atlanta Braves,
ITNR-EH,Eric Hosmer,San Diego Padres,
ITNR-FF,Freddie Freeman,Atlanta Braves,
ITNR-FT,Fernando Tatis Jr.,San Diego Padres,
ITNR-GS,George Springer,Houston Astros,
ITNR-JA,Jose Abreu,Chicago White Sox,
ITNR-JAL,Jose Altuve,Houston Astros,
ITNR-JB,Josh Bell,Pittsburgh Pirates,
ITNR-JD,J.D. Davis,New York Mets,
ITNR-JG,Joey Gallo,Texas Rangers,
ITNR-JH,Josh Hader,Milwaukee Brewers,
ITNR-JL,Jesus Luzardo,Oakland Athletics,
ITNR-JM,Jeff McNeil,New York Mets,
ITNR-JS,Jorge Soler,Kansas City Royals,
ITNR-JV,Joey Votto,Cincinnati Reds,
ITNR-KF,Kyle Freeland,Colorado Rockies,
ITNR-KW,Kolten Wong,St. Louis Cardinals,
ITNR-MAC,Matt Chapman,Oakland Athletics,
ITNR-MB,Michael Brantley,Houston Astros,
ITNR-MC,Miguel Cabrera,Detroit Tigers,
ITNR-MCH,Michael Chavis,Boston Red Sox,
ITNR-MG,Mitch Garver,Minnesota Twins,
ITNR-MH,Mitch Haniger,Seattle Mariners,
ITNR-MK,Max Kepler,Minnesota Twins,
ITNR-MM,Manny Machado,San Diego Padres,
ITNR-MMU,Max Muncy,Los Angeles Dodgers,
ITNR-MO,Matt Olson,Oakland Athletics,
ITNR-MS,Miguel Sano,Minnesota Twins,
ITNR-MSO,Mike Soroka,Atlanta Braves,
ITNR-MT,Mike Trout,Angels,
ITNR-NSE,Nick Senzel,Cincinnati Reds,
ITNR-OA,Ozzie Albies,Atlanta Braves,
ITNR-RA,Ronald Acuña Jr.,Atlanta Braves,
ITNR-RL,Ramon Laureano,Oakland Athletics,
ITNR-RM,Ryan Mountcastle,Baltimore Orioles,RC
ITNR-SD,Sean Doolittle,Washington Nationals,
ITNR-SG,Sonny Gray,Cincinnati Reds,
ITNR-SM,Sean Murphy,Oakland Athletics,
ITNR-SS,Stephen Strasburg,Washington Nationals,
ITNR-TS,Trevor Story,Colorado Rockies,
ITNR-TT,Trea Turner,Washington Nationals,
ITNR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
ITNR-WC,Willson Contreras,Chicago Cubs,
ITNR-WM,Whit Merrifield,Kansas City Royals,
ITNR-WS,Will Smith,Los Angeles Dodgers,
ITNR-YM,Yadier Molina,St. Louis Cardinals,
