card_number,name,team,designations
ITN-AA,Albert Almora Jr.,Chicago Cubs,
ITN-AAQ,Aristides Aquino,Cincinnati Reds,
ITN-AB,Alex Bregman,Houston Astros,
ITN-AM,Austin Meadows,Tampa Bay Rays,
ITN-AN,Aaron Nola,Philadelphia Phillies,
ITN-AP,A.J. Puk,Oakland Athletics,
ITN-AR,Austin Riley,Atlanta Braves,
ITN-ARI,Anthony Rizzo,Chicago Cubs,
ITN-BL,Brandon Lowe,Tampa Bay Rays,
ITN-CA,Chris Archer,Pittsburgh Pirates,
ITN-CB,Cody Bellinger,Los Angeles Dodgers,
ITN-CBI,Cavan Biggio,Toronto Blue Jays,
ITN-CC,Carlos Carrasco,Cleveland Indians,
ITN-CP,Chris Paddack,San Diego Padres,
ITN-CS,Carlos Santana,Cleveland Indians,
ITN-CY,Christian Yelich,Milwaukee Brewers,
ITN-DD,Danny Duffy,Kansas City Royals,
ITN-DG,Dee Strange-Gordon,Seattle Mariners,
ITN-DO,David Ortiz,Boston Red Sox,
ITN-EE,Eduardo Escobar,Arizona Diamondbacks,
ITN-EJ,Eloy Jimenez,Chicago White Sox,
ITN-FF,Freddie Freeman,Atlanta Braves,
ITN-FT,Fernando Tatis Jr.,San Diego Padres,
ITN-GS,George Springer,Houston Astros,
ITN-IH,Ian Happ,Chicago Cubs,
ITN-JA,Jose Abreu,Chicago White Sox,
ITN-JAL,Jose Altuve,Houston Astros,
ITN-JB,Jose Berrios,Minnesota Twins,
ITN-JBE,Josh Bell,Pittsburgh Pirates,
ITN-JC,Johnny Cueto,San Francisco Giants,
ITN-JG,Joey Gallo,Texas Rangers,
ITN-JM,Jeff McNeil,New York Mets,
ITN-JR,J.T. Realmuto,Philadelphia Phillies,
ITN-JS,Jorge Soler,Kansas City Royals,
ITN-JV,Joey Votto,Cincinnati Reds,
ITN-KF,Kyle Freeland,Colorado Rockies,
ITN-KH,Keston Hiura,Milwaukee Brewers,
ITN-KW,Kolten Wong,St. Louis Cardinals,
ITN-MB,Michael Brantley,Houston Astros,
ITN-MC,Michael Chavis,Boston Red Sox,
ITN-MCH,Matt Chapman,Oakland Athletics,
ITN-MCO,Michael Conforto,New York Mets,
ITN-MG,Mitch Garver,Minnesota Twins,
ITN-MK,Max Kepler,Minnesota Twins,
ITN-MM,Max Muncy,Los Angeles Dodgers,
ITN-MO,Matt Olson,Oakland Athletics,
ITN-MS,Mike Soroka,Atlanta Braves,
ITN-MSC,Max Scherzer,Washington Nationals,
ITN-MT,Mike Trout,Angels,
ITN-NA,Nolan Arenado,Colorado Rockies,
ITN-NS,Nick Senzel,Cincinnati Reds,
ITN-NSY,Noah Syndergaard,New York Mets,
ITN-OA,Ozzie Albies,Atlanta Braves,
ITN-PD,Paul DeJong,St. Louis Cardinals,
ITN-RA,Ronald Acuña Jr.,Atlanta Braves,
ITN-RD,Rafael Devers,Boston Red Sox,
ITN-SD,Sean Doolittle,Washington Nationals,
ITN-SG,Sonny Gray,Cincinnati Reds,
ITN-SM,Sean Murphy,Oakland Athletics,
ITN-SS,Shin-Soo Choo,Texas Rangers,
ITN-SST,Stephen Strasburg,Washington Nationals,
ITN-TM,Trey Mancini,Baltimore Orioles,
ITN-TS,Trevor Story,Colorado Rockies,
ITN-TT,Trea Turner,Washington Nationals,
ITN-WM,Whit Merrifield,Kansas City Royals,
ITN-XB,Xander Bogaerts,Boston Red Sox,
ITN-YA,Yordan Alvarez,Houston Astros,
ITN-YG,Yuli Gurriel,Houston Astros,
ITN-YM,Yadier Molina,St. Louis Cardinals,
ITN-ZG,Zac Gallen,Arizona Diamondbacks,
