card_number,name,team,designations
SSAR-CB,Cody Bellinger,Los Angeles Dodgers,
SSAR-DW,Devin Williams,Milwaukee Brewers,
SSAR-DWI,Devin Williams,Milwaukee Brewers,
SSAR-FF,Freddie Freeman,Atlanta Braves,
SSAR-FFR,Freddie Freeman,Atlanta Braves,
SSAR-FTJ,Fernando Tatis Jr.,San Diego Padres,
SSAR-JD,Jacob deGrom,New York Mets,
SSAR-JR,J.T. Realmuto,Philadelphia Phillies,
SSAR-JS,Juan Soto,Washington Nationals,
SSAR-JSO,Juan Soto,Washington Nationals,
SSAR-LR,Luis Robert,Chicago White Sox,
SSAR-MT,Mike Trout,Angels,
SSAR-PA,Pete Alonso,New York Mets,
SSAR-RA,Ronald Acuña Jr.,Atlanta Braves,
SSAR-TB,Trevor Bauer,Cincinnati Reds,
