card_number,name,team,designations
CS-BF,Bob Feller,Cleveland Indians,
CS-BG,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BL,Bob Lemon,Cleveland Indians,
CS-CM,Connie Mack Philadelphia,Athletics,
CS-CS,Casey Stengel,New York Yankees,
CS-DD,Dizzy Dean,St. Louis Cardinals,
CS-DL,Don Larsen,New York Yankees,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-ES,Enos Slaughter,St. Louis Cardinals,
CS-GH,Gil Hodges,Brooklyn Dodgers,
CS-GHK,"George ""High Pockets"" Kelly",New York Giants,
CS-GK,George Kell,Detroit Tigers,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-JD,Joe DiMaggio,New York Yankees,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-JR,Jackie Robinson,Brooklyn Dodgers,
CS-LA,Luke Appling,Chicago White Sox,
CS-MI,Monte Irvin,New York Giants,
CS-MO,Mel Ott,New York Giants,
CS-NF,Nellie Fox,Chicago White Sox,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS-RH,Rogers Hornsby,St. Louis Cardinals,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-SC,Stan Coveleski,Cleveland Indians,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,Cleveland Indians,
CS-TG,Tony Gwynn,San Diego Padres,
CS-TS,Tris Speaker,Boston Red Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WM,Willie McCovey,San Francisco Giants,
CS-WS,Warren Spahn,Milwaukee Braves,
CS-WST,Willie Stargell,Pittsburgh Pirates,
