card_number,name,team,designations
PPAR-AJ,Aaron Judge,New York Yankees,
PPAR-BLO,Brandon Lowe,Tampa Bay Rays,
PPAR-CSE,Corey Seager,Los Angeles Dodgers,
PPAR-DJL,DJ LeMahieu,New York Yankees,
PPAR-EHO,Eric Hosmer,San Diego Padres,
PPAR-FFR,Freddie Freeman,Atlanta Braves,
PPAR-FTJ,Fernando Tatis Jr.,San Diego Padres,
PPAR-GS,George Springer,Houston Astros,
PPAR-GT,Gleyber Torres,New York Yankees,
PPAR-JA,Jesus Aguilar,Miami Marlins,
PPAR-JAL,Jose Altuve,Houston Astros,
PPAR-KH,Kyle Hendricks,Chicago Cubs,
PPAR-LCA,Luis Castillo,Cincinnati Reds,
PPAR-LGI,Lucas Giolito,Chicago White Sox,
PPAR-LV,Luke Voit,New York Yankees,
PPAR-MMA,Manny Machado,San Diego Padres,
PPAR-MMU,Max Muncy,Los Angeles Dodgers,
PPAR-MSE,Marcus Semien,Oakland Athletics,
PPAR-PG,Paul Goldschmidt,St. Louis Cardinals,
PPAR-RA,Ronald Acuña Jr.,Atlanta Braves,
PPAR-SMU,Sean Murphy,Oakland Athletics,
PPAR-TGL,Tyler Glasnow,Tampa Bay Rays,
PPAR-WB,Walker Buehler,Los Angeles Dodgers,
PPAR-YM,Yadier Molina,St. Louis Cardinals,
