card_number,name,team,designations
MLMA-AB,Alec Bohm,Philadelphia Phillies,RC
MLMA-ABR,Alex Bregman,Houston Astros,
MLMA-AG,Andres Gimenez,Cleveland Indians,RC
MLMA-AJ,Aaron Judge,New York Yankees,
MLMA-AM,Andrew McCutchen,Philadelphia Phillies,
MLMA-AV,Alex Verdugo,Boston Red Sox,
MLMA-BB,Byron Buxton,Minnesota Twins,
MLMA-BD,Bobby Dalbec,Boston Red Sox,RC
MLMA-BH,Bryce Harper,Philadelphia Phillies,
MLMA-BS,Brady Singer,Kansas City Royals,RC
MLMA-CB,Cody Bellinger,Los Angeles Dodgers,
MLMA-CC,Carlos Correa,Houston Astros,
MLMA-CM,Casey Mize,Detroit Tigers,RC
MLMA-CP,Cristian Pache,Atlanta Braves,RC
MLMA-DC,Dylan Carlson,St. Louis Cardinals,RC
MLMA-DG,Deivi Garcia,New York Yankees,RC
MLMA-FF,Freddie Freeman,Atlanta Braves,
MLMA-FT,Fernando Tatis Jr.,San Diego Padres,
MLMA-IA,Ian Anderson,Atlanta Braves,RC
MLMA-JA,Jo Adell,Angels,RC
MLMA-JB,Joey Bart,San Francisco Giants,RC
MLMA-JC,Jake Cronenworth,San Diego Padres,RC
MLMA-JCH,Jazz Chisholm,Miami Marlins,RC
MLMA-JL,Jesus Luzardo,Oakland Athletics,
MLMA-JS,Juan Soto,Washington Nationals,
MLMA-KH,Ke'Bryan Hayes,Pittsburgh Pirates,RC
MLMA-KL,Kyle Lewis,Seattle Mariners,
MLMA-KR,Keibert Ruiz,Los Angeles Dodgers,RC
MLMA-LG,Luis Garcia,Washington Nationals,RC
MLMA-LR,Luis Robert,Chicago White Sox,
MLMA-MC,Miguel Cabrera,Detroit Tigers,
MLMA-MT,Mike Trout,Angels,
MLMA-NA,Nolan Arenado,Colorado Rockies,
MLMA-NC,Nick Castellanos,Cincinnati Reds,
MLMA-NM,Nick Madrigal,Chicago White Sox,RC
MLMA-NP,Nate Pearson,Toronto Blue Jays,RC
MLMA-PA,Pete Alonso,New York Mets,
MLMA-RA,Ronald Acuña Jr.,Atlanta Braves,
MLMA-RD,Rafael Devers,Boston Red Sox,
MLMA-RM,Ryan Mountcastle,Baltimore Orioles,RC
MLMA-SH,Sam Huff,Texas Rangers,RC
MLMA-SS,Sixto Sanchez,Miami Marlins,RC
MLMA-TB,Trevor Bauer,Los Angeles Dodgers,
MLMA-TH,Tanner Houck,Boston Red Sox,RC
MLMA-TS,Trevor Story,Colorado Rockies,
MLMA-TSK,Tarik Skubal,Detroit Tigers,RC
MLMA-TST,Tyler Stephenson,Cincinnati Reds,RC
MLMA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLMA-WM,Whit Merrifield,Kansas City Royals,
MLMA-YM,Yadier Molina,St. Louis Cardinals,
