card_number,name,team,designations
MLM-AB,Alex Bregman,Houston Astros,
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AN,Aaron Nola,Philadelphia Phillies,
MLM-AR,Amed Rosario,New York Mets,
MLM-BB,Bo Bichette,Toronto Blue Jays,
MLM-BL,Brandon Lowe,Tampa Bay Rays,
MLM-BS,Blake Snell,Tampa Bay Rays,
MLM-CC,Carlos Correa,Houston Astros,
MLM-CM,Casey Mize,Detroit Tigers,RC
MLM-CS,Corey Seager,Los Angeles Dodgers,
MLM-DS,Dansby Swanson,Atlanta Braves,
MLM-EW,Evan White,Seattle Mariners,RC
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GT,Gleyber Torres,New York Yankees,
MLM-JAL,Jose Altuve,Houston Astros,
MLM-JB,Javier Báez,Chicago Cubs,
MLM-JBE,Josh Bell,Pittsburgh Pirates,
MLM-JF,Jack Flaherty,St. Louis Cardinals,
MLM-JL,Jesus Luzardo,Oakland Athletics,
MLM-JS,Juan Soto,Washington Nationals,
MLM-KB,Kris Bryant,Chicago Cubs,
MLM-KH,Keston Hiura,Milwaukee Brewers,
MLM-KL,Kyle Lewis,Seattle Mariners,
MLM-LR,Luis Robert,Chicago White Sox,
MLM-MC,Miguel Cabrera,Detroit Tigers,
MLM-MO,Matt Olson,Oakland Athletics,
MLM-MS,Miguel Sano,Minnesota Twins,
MLM-MT,Mike Trout,Angels,
MLM-NA,Nolan Arenado,Colorado Rockies,
MLM-OA,Ozzie Albies,Atlanta Braves,
MLM-PA,Pete Alonso,New York Mets,
MLM-PD,Paul DeJong,St. Louis Cardinals,
MLM-RA,Ronald Acuña Jr.,Atlanta Braves,
MLM-RD,Rafael Devers,Boston Red Sox,
MLM-RH,Rhys Hoskins,Philadelphia Phillies,
MLM-SA,Shogo Akiyama,Cincinnati Reds,
MLM-TS,Trevor Story,Colorado Rockies,
MLM-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLM-WB,Walker Buehler,Los Angeles Dodgers,
MLM-WC,Willson Contreras,Chicago Cubs,
MLM-XB,Xander Bogaerts,Boston Red Sox,
MLM-YM,Yoan Moncada,Chicago White Sox,
