card_number,name,team,designations
COVR-AJ,Aaron Judge,New York Yankees,
COVR-AP,Albert Pujols,St. Louis Cardinals,
COVR-BH,Bryce Harper,Washington Nationals,
COVR-JR,Julio Rodríguez,Seattle Mariners,
COVR-JS,Juan Soto,Washington Nationals,
COVR-MT,Mike Trout,Angels,
COVR-PA,Pete Alonso,New York Mets,
COVR-PF,Prince Fielder,Detroit Tigers,
COVR-RA,Ronald Acuña Jr.,Atlanta Braves,
COVR-SO,Shohei Ohtani,Angels,
COVR-BP,Buster Posey,San Francisco Giants,
COVR-FTJ,Fernando Tatis Jr.,San Diego Padres,
COVR-KER,Clayton Kershaw,Los Angeles Dodgers,
COVR-SHO,Shohei Ohtani,Los Angeles Dodgers,
COVR-TRO,Mike Trout,Angels,
COVR-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays,
