card_number,name,team,designations
WCA-AP,Andy Pages,Los Angeles Dodgers,
WCA-BS,Blake Snell,Los Angeles Dodgers,
WCA-CK,Clayton Kershaw,Los Angeles Dodgers,
WCA-DRY,Jack Dreyer,Los Angeles Dodgers,
WCA-EDG,Edgardo Henriquez,Los Angeles Dodgers,
WCA-FF,Freddie Freeman,Los Angeles Dodgers,
WCA-HYE,Hyeseong Kim,Los Angeles Dodgers,
WCA-JD,Justin Dean,Los Angeles Dodgers,RC
WCA-RS,Roki Sasaki,Los Angeles Dodgers,
WCA-SO,Shohei Ohtani,Los Angeles Dodgers,
WCA-TE,Tommy Edman,Los Angeles Dodgers,
WCA-WK,Will Klein,Los Angeles Dodgers,
WCA-WS,Will Smith,Los Angeles Dodgers,
WCA-YY,Yoshinobu Yamamoto,Los Angeles Dodgers,
