card_number,name,team,designations
CFP-AG,Adolis Garcia,Texas Rangers,
CFP-AJ,Aaron Judge,New York Yankees,
CFP-BB,Byron Buxton,Minnesota Twins,
CFP-BH,Bryce Harper,Philadelphia Phillies,
CFP-BP,Buster Posey,San Francisco Giants,
CFP-CB,Charlie Blackmon,Colorado Rockies,
CFP-CK,Clayton Kershaw,Los Angeles Dodgers,
CFP-CY,Christian Yelich,Milwaukee Brewers,
CFP-FT,Fernando Tatis Jr.,San Diego Padres,
CFP-JA,Jose Abreu,Chicago White Sox,
CFP-JAL,Jose Altuve,Houston Astros,
CFP-JC,Jazz Chisholm Jr.,Miami Marlins,
CFP-JK,Jarred Kelenic,Seattle Mariners,
CFP-JS,Juan Soto,Washington Nationals,
CFP-JV,Joey Votto,Cincinnati Reds,
CFP-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
CFP-KM,Ketel Marte,Arizona Diamondbacks,
CFP-MC,Miguel Cabrera,Detroit Tigers,
CFP-MCH,Matt Chapman,Oakland Athletics,
CFP-MT,Mike Trout,Angels,
CFP-NA,Nolan Arenado,St. Louis Cardinals,
CFP-PA,Pete Alonso,New York Mets,
CFP-RA,Ronald Acuña Jr.,Atlanta Braves,
CFP-RM,Ryan Mountcastle,Baltimore Orioles,
CFP-SB,Shane Bieber,Cleveland Guardians,
CFP-SP,Salvador Perez,Kansas City Royals,
CFP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
CFP-WC,Willson Contreras,Chicago Cubs,
CFP-WF,Wander Franco,Tampa Bay Rays,RC
CFP-XB,Xander Bogaerts,Boston Red Sox,
