card_number,name,team,designations
MLMA-AB,Andrew Benintendi,Kansas City Royals,
MLMA-AR,Anthony Rizzo,New York Yankees,
MLMA-ARE,Anthony Rendon,Angels,
MLMA-BB,Byron Buxton,Minnesota Twins,
MLMA-BC,Brandon Crawford,San Francisco Giants,
MLMA-BM,Brandon Marsh,Angels,RC
MLMA-BP,Buster Posey,San Francisco Giants,
MLMA-BR,Bryan Reynolds,Pittsburgh Pirates,
MLMA-CB,Corbin Burnes,Milwaukee Brewers,
MLMA-CM,Cedric Mullins,Baltimore Orioles,
MLMA-FP,Freddy Peralta,Milwaukee Brewers,
MLMA-FT,Fernando Tatis Jr.,San Diego Padres,
MLMA-GS,George Springer,Toronto Blue Jays,
MLMA-JA,Jose Altuve,Houston Astros,
MLMA-JD,Jarren Duran,Boston Red Sox,RC
MLMA-JDO,Josh Donaldson,Minnesota Twins,
MLMA-JG,Joey Gallo,New York Yankees,
MLMA-JI,Jonathan India,Cincinnati Reds,
MLMA-JR,J.T. Realmuto,Philadelphia Phillies,
MLMA-JS,Juan Soto,Washington Nationals,
MLMA-JV,Joey Votto,Cincinnati Reds,
MLMA-JW,Jesse Winker,Cincinnati Reds,
MLMA-KT,Kyle Tucker,Houston Astros,
MLMA-LG,Lucas Giolito,Chicago White Sox,
MLMA-MC,Miguel Cabrera,Detroit Tigers,
MLMA-MM,Manny Machado,San Diego Padres,
MLMA-MS,Marcus Semien,Texas Rangers,
MLMA-MST,Marcus Stroman,Chicago Cubs,
MLMA-MT,Mike Trout,Angels,
MLMA-NS,Noah Syndergaard,Angels,
MLMA-PA,Pete Alonso,New York Mets,
MLMA-PG,Paul Goldschmidt,St. Louis Cardinals,
MLMA-RD,Reid Detmers,Angels,RC
MLMA-SB,Shane Baz,Tampa Bay Rays,RC
MLMA-SO,Shohei Ohtani,Angels,
MLMA-SP,Salvador Perez,Kansas City Royals,
MLMA-SS,Stephen Strasburg,Washington Nationals,
MLMA-TH,Teoscar Hernandez,Toronto Blue Jays,
MLMA-TS,Trevor Story,Colorado Rockies,
MLMA-WF,Wander Franco,Tampa Bay Rays,RC
MLMA-YM,Yadier Molina,St. Louis Cardinals,
