card_number,name,team,designations
PPAR-AV,Alex Verdugo,Boston Red Sox,
PPAR-BC,Brandon Crawford,San Francisco Giants,
PPAR-CB,Corbin Burnes,Milwaukee Brewers,
PPAR-CC,Carlos Correa,Houston Astros,
PPAR-DS,Dansby Swanson,Atlanta Braves,
PPAR-EL,Evan Longoria,San Francisco Giants,
PPAR-FF,Freddie Freeman,Atlanta Braves,
PPAR-JA,Jose Altuve,Houston Astros,
PPAR-KB,Kris Bryant,San Francisco Giants,
PPAR-LW,Logan Webb,San Francisco Giants,
PPAR-MM,Max Muncy,Los Angeles Dodgers,
PPAR-NC,Nelson Cruz,Tampa Bay Rays,
PPAR-RA,Randy Arozarena,Tampa Bay Rays,
PPAR-WF,Wander Franco,Tampa Bay Rays,RC
PPAR-WS,Will Smith,Los Angeles Dodgers,
PPAR-XB,Xander Bogaerts,Boston Red Sox,
PPAR-YA,Yordan Alvarez,Houston Astros,
