card_number,name,team,designations
CS-AK,Al Kaline,Detroit Tigers,
CS-BD,Bill Dickey,New York Yankees,
CS-BG,Bob Gibson,St. Louis Cardinals,
CS-BGR,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BLE,Buck Leonard,,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-CS,Casey Stengel,New York Yankees,
CS-CY,Cy Young,Boston Red Sox,
CS-DD,Don Drysdale,Los Angeles Dodgers,
CS-DDE,Dizzy Dean,St. Louis Cardinals,
CS-DL,Don Larsen,New York Yankees,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Milwaukee Braves,
CS-FF,Frankie Frisch,St. Louis Cardinals,
CS-GH,Gil Hodges,Brooklyn Dodgers,
CS-GHK,George Kelly,New York Giants,
CS-GK,George Kell,Detroit Tigers,
CS-HA,Hank Aaron,Milwaukee Braves,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HW,Hoyt Wilhelm,Chicago White Sox,
CS-JD,Joe DiMaggio,New York Yankees,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-JR,Jackie Robinson,Brooklyn Dodgers,
CS-LA,Luke Appling,Chicago White Sox,
CS-LG,Lefty Grove Philadelphia,Athletics,
CS-MI,Monte Irvin,New York Giants,
CS-MO,Mel Ott,New York Giants,
CS-NF,Nellie Fox,Chicago White Sox,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PRE,Pee Wee Reese,Brooklyn Dodgers,
CS-PWR,Pee Wee Reese,Brooklyn Dodgers,
CS-RC,Roberto Clemente,Pittsburgh Pirates,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RH,Rogers Hornsby,St. Louis Cardinals,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-RM,Roger Maris,New York Yankees,
CS-RS,Ron Santo,Chicago Cubs,
CS-RSC,Red Schoendienst,St. Louis Cardinals,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,St. Louis Browns,
CS-TC,Ty Cobb,Detroit Tigers,
CS-TG,Tony Gwynn,San Diego Padres,
CS-TS,Tris Speaker,Boston Red Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WM,Willie McCovey,San Francisco Giants,
CS-WS,Warren Spahn,Milwaukee Braves,
