card_number,name,team,designations
MLMA-AB,Alex Bregman,Houston Astros,
MLMA-AC,Aroldis Chapman,New York Yankees,
MLMA-AK,Alex Kirilloff,Minnesota Twins,
MLMA-AM,Austin Meadows,Tampa Bay Rays,
MLMA-AN,Aaron Nola,Philadelphia Phillies,
MLMA-BP,Buster Posey,San Francisco Giants,
MLMA-BS,Blake Snell,San Diego Padres,
MLMA-CC,Carlos Correa,Houston Astros,
MLMA-CS,Corey Seager,Los Angeles Dodgers,
MLMA-DC,Dylan Carlson,St. Louis Cardinals,
MLMA-EH,Eric Hosmer,San Diego Padres,
MLMA-FT,Fernando Tatis Jr.,San Diego Padres,
MLMA-GC,Gerrit Cole,New York Yankees,
MLMA-GT,Gleyber Torres,New York Yankees,
MLMA-HR,Hyun-Jin Ryu,Toronto Blue Jays,
MLMA-JB,Joey Bart,San Francisco Giants,
MLMA-JS,Juan Soto,Washington Nationals,
MLMA-JV,Joey Votto,Cincinnati Reds,
MLMA-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
MLMA-LR,Luis Robert,Chicago White Sox,
MLMA-MC,Miguel Cabrera,Detroit Tigers,
MLMA-MCH,Matt Chapman,Oakland Athletics,
MLMA-MO,Matt Olson,Oakland Athletics,
MLMA-MT,Mike Trout,Angels,
MLMA-NH,Nico Hoerner,Chicago Cubs,
MLMA-PA,Pete Alonso,New York Mets,
MLMA-PD,Paul DeJong,St. Louis Cardinals,
MLMA-RA,Ronald Acuña Jr.,Atlanta Braves,
MLMA-RH,Rhys Hoskins,Philadelphia Phillies,
MLMA-RM,Ryan Mountcastle,Baltimore Orioles,
MLMA-SO,Shohei Ohtani,Angels,
MLMA-TS,Trevor Story,Colorado Rockies,
MLMA-WB,Walker Buehler,Los Angeles Dodgers,
MLMA-WF,Wander Franco,Tampa Bay Rays,RC
MLMA-XB,Xander Bogaerts,Boston Red Sox,
MLMA-YM,Yadier Molina,St. Louis Cardinals,
MLMA-YMO,Yoan Moncada,Chicago White Sox,
