card_number,name,team,designations
TRAP-AB,Alex Bregman,Houston Astros,
TRAP-ABE,Adrian Beltre,Texas Rangers,
TRAP-ABO,Alec Bohm,Philadelphia Phillies,
TRAP-AJ,Aaron Judge,New York Yankees,
TRAP-AM,Austin Meadows,Tampa Bay Rays,
TRAP-AMC,Andrew McCutchen,Philadelphia Phillies,
TRAP-BB,Byron Buxton,Minnesota Twins,
TRAP-BH,Bryce Harper,Philadelphia Phillies,
TRAP-BP,Buster Posey,San Francisco Giants,
TRAP-BS,Blake Snell,San Diego Padres,
TRAP-CB,Cody Bellinger,Los Angeles Dodgers,
TRAP-CBU,Corbin Burnes,Milwaukee Brewers,
TRAP-CC,Carlos Correa,Houston Astros,
TRAP-CJ,Chipper Jones,Atlanta Braves,
TRAP-CS,Corey Seager,Los Angeles Dodgers,
TRAP-DC,Dylan Carlson,St. Louis Cardinals,
TRAP-DJ,Derek Jeter,New York Yankees,
TRAP-DW,David Wright,New York Mets,
TRAP-FF,Freddie Freeman,Atlanta Braves,
TRAP-FT,Frank Thomas,Chicago White Sox,
TRAP-JA,Jose Altuve,Houston Astros,
TRAP-JAB,Jose Abreu,Chicago White Sox,
TRAP-JB,Johnny Bench,Cincinnati Reds,
TRAP-JS,Juan Soto,Washington Nationals,
TRAP-JV,Joey Votto,Cincinnati Reds,
TRAP-KG,Ken Griffey Jr.,Cincinnati Reds,
TRAP-LR,Luis Robert,Chicago White Sox,
TRAP-MC,Miguel Cabrera,Detroit Tigers,
TRAP-MCH,Matt Chapman,Oakland Athletics,
TRAP-MK,Max Kepler,Minnesota Twins,
TRAP-MMC,Mark McGwire,Oakland Athletics,
TRAP-MT,Mike Trout,Angels,
TRAP-MY,Mike Yastrzemski,San Francisco Giants,
TRAP-PA,Pete Alonso,New York Mets,
TRAP-PG,Paul Goldschmidt,St. Louis Cardinals,
TRAP-RA,Ronald Acuña Jr.,Atlanta Braves,
TRAP-RD,Rafael Devers,Boston Red Sox,
TRAP-RH,Rickey Henderson,Oakland Athletics,
TRAP-SO,Shohei Ohtani,Angels,
TRAP-TA,Tim Anderson,Chicago White Sox,
TRAP-TG,Tom Glavine,Atlanta Braves,
TRAP-TGL,Tom Glavine,New York Mets,
TRAP-TM,Trey Mancini,Baltimore Orioles,
TRAP-TS,Trevor Story,Colorado Rockies,
TRAP-TYG,Tyler Glasnow,Tampa Bay Rays,
TRAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-WB,Walker Buehler,Los Angeles Dodgers,
TRAP-WBO,Wade Boggs,Tampa Bay Devil Rays,
TRAP-WM,Whit Merrifield,Kansas City Royals,
TRAP-ZW,Zack Wheeler,Philadelphia Phillies,
