card_number,name,team,designations
MLM-AB,Alex Bregman,Houston Astros,
MLM-ABE,Andrew Benintendi,Kansas City Royals,
MLM-AJ,Aaron Judge,New York Yankees,
MLM-AM,Andrew McCutchen,Philadelphia Phillies,
MLM-AR,Anthony Rizzo,New York Yankees,
MLM-BB,Bo Bichette,Toronto Blue Jays,
MLM-BP,Buster Posey,San Francisco Giants,
MLM-BR,Bryan Reynolds,Pittsburgh Pirates,
MLM-BS,Blake Snell,San Diego Padres,
MLM-CBU,Corbin Burnes,Milwaukee Brewers,
MLM-CM,Cedric Mullins,Baltimore Orioles,
MLM-CS,CC Sabathia,New York Yankees,
MLM-CY,Christian Yelich,Milwaukee Brewers,
MLM-DJ,Derek Jeter,New York Yankees,
MLM-DO,David Ortiz,Boston Red Sox,
MLM-DP,Dustin Pedroia,Boston Red Sox,
MLM-FT,Fernando Tatis Jr.,San Diego Padres,
MLM-GC,Gerrit Cole,New York Yankees,
MLM-GS,Giancarlo Stanton,New York Yankees,
MLM-JP,Jorge Polanco,Minnesota Twins,
MLM-JR,Joe Ryan,Minnesota Twins,RC
MLM-JS,Juan Soto,Washington Nationals,
MLM-JSM,John Smoltz,Atlanta Braves,
MLM-JV,Joey Votto,Cincinnati Reds,
MLM-KT,Kyle Tucker,Houston Astros,
MLM-LC,Luis Castillo,Cincinnati Reds,
MLM-LG,Luis Gil,New York Yankees,RC
MLM-MB,Mookie Betts,Los Angeles Dodgers,
MLM-MBR,Michael Brantley,Houston Astros,
MLM-MK,Michael Kopech,Chicago White Sox,
MLM-MT,Mike Trout,Angels,
MLM-MY,Mike Yastrzemski,San Francisco Giants,
MLM-OA,Ozzie Albies,Atlanta Braves,
MLM-RA,Ronald Acuña Jr.,Atlanta Braves,
MLM-SB,Shane Baz,Tampa Bay Rays,RC
MLM-TM,Trey Mancini,Baltimore Orioles,
MLM-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLM-WM,Whit Merrifield,Kansas City Royals,
