card_number,name,team,designations
TRAP-AB,Alex Bregman,Houston Astros,
TRAP-AJ,Aaron Judge,New York Yankees,
TRAP-AV,Andrew Vaughn,Chicago White Sox,
TRAP-BB,Byron Buxton,Minnesota Twins,
TRAP-BH,Bryce Harper,Philadelphia Phillies,
TRAP-BLO,Brandon Lowe,Tampa Bay Rays,
TRAP-CJ,Chipper Jones,Atlanta Braves,
TRAP-CY,Christian Yelich,Milwaukee Brewers,
TRAP-DE,Dennis Eckersley,St. Louis Cardinals,
TRAP-DEC,Dennis Eckersley,Oakland Athletics,
TRAP-DJ,Derek Jeter,New York Yankees,
TRAP-DP,Dustin Pedroia,Boston Red Sox,
TRAP-DWR,David Wright,New York Mets,
TRAP-EJ,Eloy Jimenez,Chicago White Sox,
TRAP-FF,Freddie Freeman,Atlanta Braves,
TRAP-FT,Frank Thomas,Chicago White Sox,
TRAP-FTJ,Fernando Tatis Jr.,San Diego Padres,
TRAP-GM,Greg Maddux,San Diego Padres,
TRAP-HR,Hyun-Jin Ryu,Toronto Blue Jays,
TRAP-JA,Jose Abreu,Chicago White Sox,
TRAP-JAL,Jose Altuve,Houston Astros,
TRAP-JB,Johnny Bench,Cincinnati Reds,
TRAP-JK,Jarred Kelenic,Seattle Mariners,
TRAP-JS,Juan Soto,Washington Nationals,
TRAP-JV,Joey Votto,Cincinnati Reds,
TRAP-JW,Jesse Winker,Cincinnati Reds,
TRAP-KT,Kyle Tucker,Houston Astros,
TRAP-KW,Kerry Wood,Chicago Cubs,
TRAP-LG,Luis Gil,New York Yankees,RC
TRAP-MB,Mark Buehrle,Chicago White Sox,
TRAP-MC,Miguel Cabrera,Detroit Tigers,
TRAP-MMC,Mark McGwire,Oakland Athletics,
TRAP-MO,Matt Olson,Oakland Athletics,
TRAP-MP,Mike Piazza,New York Mets,
TRAP-MS,Marcus Stroman,New York Mets,
TRAP-MT,Mike Trout,Angels,
TRAP-PA,Pete Alonso,New York Mets,
TRAP-SG,Sonny Gray,Cincinnati Reds,
TRAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-WBU,Walker Buehler,Los Angeles Dodgers,
TRAP-YA,Yordan Alvarez,Houston Astros,
TRAP-YM,Yadier Molina,St. Louis Cardinals,
TRAP-XB,Xander Bogaerts,Boston Red Sox,
TRAP-RC,Rod Carew,California Angels,
TRAP-CBE,Cody Bellinger,Los Angeles Dodgers,
TRAP-JD,Josh Donaldson,Minnesota Twins,
TRAP-MMA,Manny Machado,San Diego Padres,
TRAP-JSM,John Smoltz,Atlanta Braves,
TRAP-SS,Stephen Strasburg,Washington Nationals,
TRAP-OA,Ozzie Albies,Atlanta Braves,
TRAP-RHO,Rhys Hoskins,Philadelphia Phillies,
TRAP-AN,Aaron Nola,Philadelphia Phillies,
TRAP-GT,Gleyber Torres,New York Yankees,
TRAP-BL,Barry Larkin,Cincinnati Reds,
