card_number,name,team,designations
CCAR-AGU,Agustín Ramírez,Miami Marlins,
CCAR-ALT,Jose Altuve,Houston Astros,
CCAR-AM,Andrew McCutchen,Pittsburgh Pirates,
CCAR-CA,CJ Abrams,Washington Nationals,
CCAR-CC,Corbin Carroll,Arizona Diamondbacks,
CCAR-FL,Francisco Lindor,New York Mets,
CCAR-GS,George Springer,Toronto Blue Jays,
CCAR-JA,Jose Altuve,Houston Astros,
CCAR-JH,Jackson Holliday,Baltimore Orioles,
CCAR-JS,Juan Soto,New York Mets,
CCAR-NA,Nolan Arenado,St. Louis Cardinals,
CCAR-NH,Nico Hoerner,Chicago Cubs,
CCAR-PA,Pete Alonso,New York Mets,
CCAR-RH,Rhys Hoskins,Milwaukee Brewers,
CCAR-TT,Trea Turner,Philadelphia Phillies,
CCAR-ZD,Zach Dezenzo,Houston Astros,
