card_number,name,team,designations
ICR-15,Hank Aaron,Milwaukee Braves,
ICR-16,Al Kaline,Detroit Tigers,
ICR-17,Sandy Koufax,Brooklyn Dodgers,
ICR-19,Hank Aaron,Milwaukee Braves,
ICR-23,Bob Gibson,St. Louis Cardinals,
ICR-26,Rod Carew,Minnesota Twins,
ICR-27,Nolan Ryan,New York Mets,
ICR-28,Johnny Bench,Cincinnati Reds,
ICR-29,Robin Yount,Milwaukee Brewers,
ICR-31,Rickey Henderson,Oakland Athletics,
ICR-32,Cal Ripken Jr.,Baltimore Orioles,
ICR-34,Don Mattingly,New York Yankees,
ICR-36,Bo Jackson,Kansas City Royals,
ICR-37,Mark McGwire,Oakland Athletics,
ICR-38,Frank Thomas,Chicago White Sox,
ICR-39,Mariano Rivera,New York Yankees,
ICR-40,Mike Piazza,Los Angeles Dodgers,
ICR-41,Derek Jeter,New York Yankees,
ICR-43,Ichiro,Seattle Mariners,
ICR-51,Bryce Harper,Washington Nationals,
ICR-52,Mike Trout,Angels,
ICR-53,Mike Trout,Angels,
ICR-55,Kris Bryant,Chicago Cubs,
ICR-56,Aaron Judge,New York Yankees,
ICR-57,Shohei Ohtani,Angels,
ICR-CF,Carlton Fisk,Boston Red Sox,
ICR-CY,Carl Yastrzemski,Boston Red Sox,
ICR-DE,Dennis Eckersley,Cleveland Indians,
ICR-DJ,Derek Jeter,New York Yankees,
ICR-DJ2,Derek Jeter,New York Yankees,
ICR-DM,Dale Murphy,Atlanta Braves,
ICR-DS,Darryl Strawberry,New York Mets,
ICR-HA,Hank Aaron,Milwaukee Braves,
ICR-HAA,Hank Aaron,Atlanta Braves,
ICR-JMA,Juan Marichal,San Francisco Giants,
ICR-LB,Lou Brock,Chicago Cubs,
ICR-NR,Nolan Ryan,New York Mets,
ICR-RA,Roberto Alomar,San Diego Padres,
ICR-RCL,Roger Clemens,Boston Red Sox,
ICR-RJ,Randy Johnson,Montreal Expos,
ICR-RJA,Reggie Jackson,Oakland Athletics,
ICR-SC,Steve Carlton,St. Louis Cardinals,
ICR-VG,Vladimir Guerrero,Montreal Expos,
ICR-WC,Will Clark,San Francisco Giants,
