card_number,name,team,designations
PPA-AJ,Aaron Judge,New York Yankees,
PPA-AR,Anthony Rizzo,Chicago Cubs,
PPA-BW,Brandon Woodruff,Milwaukee Brewers,
PPA-CT,Chris Taylor,Los Angeles Dodgers,
PPA-CY,Christian Yelich,Milwaukee Brewers,
PPA-FFR,Freddie Freeman,Atlanta Braves,
PPA-FL,Francisco Lindor,Cleveland Indians,
PPA-GSP,George Springer,Houston Astros,
PPA-JA,Jose Altuve,Houston Astros,
PPA-JAG,Jesus Aguilar,Milwaukee Brewers,
PPA-JH,Josh Hader,Milwaukee Brewers,
PPA-KD,Khris Davis,Oakland Athletics,
PPA-KF,Kyle Freeland,Colorado Rockies,
PPA-MCA,Matt Chapman,Oakland Athletics,
PPA-MG,Marwin Gonzalez,Houston Astros,
PPA-MM,Manny Machado,Los Angeles Dodgers,
PPA-MMU,Max Muncy,Los Angeles Dodgers,
PPA-MT,Masahiro Tanaka,New York Yankees,
PPA-TS,Travis Shaw,Milwaukee Brewers,
PPA-TST,Trevor Story,Colorado Rockies,
