card_number,name,team,designations
150-AB,Adrian Beltre,Texas Rangers,
150-AK,Al Kaline,Detroit Tigers,
150-BG,Bob Gibson,St. Louis Cardinals,
150-BM,Bill Mazeroski,Pittsburgh Pirates,
150-CF,Carlton Fisk,Boston Red Sox,
150-CRI,Cal Ripken Jr.,Baltimore Orioles,
150-CY,Carl Yastrzemski,Boston Red Sox,
150-DE,Dennis Eckersley,Oakland Athletics,
150-DM,Don Mattingly,New York Yankees,
150-DOR,David Ortiz,Boston Red Sox,
150-FT,Frank Thomas,Chicago White Sox,
150-IC,Ichiro,Seattle Mariners,
150-JM,Juan Marichal,San Francisco Giants,
150-LB,Lou Brock,St. Louis Cardinals,
150-LBR,Lou Brock,St. Louis Cardinals,
150-MM,Mark McGwire,Oakland Athletics,
150-MPZ,Mike Piazza,New York Mets,
150-MRI,Mariano Rivera,New York Yankees,
150-NRY,Nolan Ryan,Texas Rangers,
150-OS,Ozzie Smith,St. Louis Cardinals,
150-PM,Pedro Martinez,Boston Red Sox,
150-PN,Phil Niekro,New York Yankees,
150-RCA,Rod Carew,Minnesota Twins,
150-RH,Rickey Henderson,Oakland Athletics,
150-RJE,Reggie Jackson,New York Yankees,
150-RY,Robin Yount,Milwaukee Brewers,
150-SC,Steve Carlton,Philadelphia Phillies,
150-TG,Tom Glavine,Atlanta Braves,
150-VG,Vladimir Guerrero,Montreal Expos,
