card_number,name,team,designations
LBA-AD,Andre Dawson,Chicago Cubs,
LBA-AG,Adolis Garcia,St. Louis Cardinals,RC
LBA-AR,Anthony Rizzo,Chicago Cubs,
LBA-BS,Bruce Sutter,St. Louis Cardinals,
LBA-BW,Bryse Wilson,Atlanta Braves,RC
LBA-CF,Carlton Fisk,Boston Red Sox,
LBA-CJ,Chipper Jones,Atlanta Braves,
LBA-CS,Christin Stewart,Detroit Tigers,RC
LBA-CY,Carl Yastrzemski,Boston Red Sox,
LBA-DE,Dennis Eckersley,Oakland Athletics,
LBA-DH,Dakota Hudson,St. Louis Cardinals,RC
LBA-DP,Daniel Ponce de Leon,St. Louis Cardinals,RC
LBA-DR,Dereck Rodriguez,San Francisco Giants,
LBA-DS,Darryl Strawberry,New York Mets,
LBA-DSA,Dennis Santana,Los Angeles Dodgers,RC
LBA-EJ,Eloy Jimenez,Chicago White Sox,RC
LBA-FT,Fernando Tatis Jr.,San Diego Padres,RC
LBA-FV,Framber Valdez,Houston Astros,RC
LBA-HF,Heath Fillmyer,Kansas City Royals,RC
LBA-JA,Jose Altuve,Houston Astros,
LBA-JB,Jeff Bagwell,Houston Astros,
LBA-JK,John Kruk,Philadelphia Phillies,
LBA-JMA,Juan Marichal,San Francisco Giants,
LBA-JR,Josh Rogers,Baltimore Orioles,RC
LBA-JSH,Justus Sheffield,Seattle Mariners,RC
LBA-JSP,Jeffrey Springs,Texas Rangers,RC
LBA-KK,Kevin Kramer,Pittsburgh Pirates,RC
LBA-KS,Kohl Stewart,Minnesota Twins,RC
LBA-LV,Luke Voit,New York Yankees,
LBA-NB,Nick Burdi,Pittsburgh Pirates,RC
LBA-OC,Orlando Cepeda,San Francisco Giants,
LBA-OS,Ozzie Smith,St. Louis Cardinals,
LBA-PA,Pete Alonso,New York Mets,RC
LBA-PW,Patrick Wisdom,Texas Rangers,RC
LBA-RF,Rollie Fingers,Oakland Athletics,
LBA-RL,Ramon Laureano,Oakland Athletics,RC
LBA-TG,Tom Glavine,Atlanta Braves,
LBA-YK,Yusei Kikuchi,Seattle Mariners,RC
