card_number,name,team,designations
LBDA-BA,Anthony Rizzo / Billy Williams,Chicago Cubs / Chicago Cubs,
LBDA-BY,Yadier Molina / Bob Gibson,St. Louis Cardinals / St. Louis Cardinals,
LBDA-CA,Craig Biggio / Jose Altuve,Houston Astros / Houston Astros,
LBDA-CF,Freddie Freeman / Chipper Jones,Atlanta Braves / Atlanta Braves,
LBDA-FJ,Joey Votto / Frank Robinson,Cincinnati Reds / Cincinnati Reds,
LBDA-HM,Mike Trout / Hank Aaron,Angels / Atlanta Braves,
LBDA-NS,Nolan Ryan / Shohei Ohtani,California Angels / Angels,
LBDA-PC,Pedro Martinez / Chris Sale,Boston Red Sox / Boston Red Sox,
LBDA-RC,Chris Sale / Randy Johnson,Boston Red Sox / Seattle Mariners,
LBDA-RF,Francisco Lindor / Roberto Alomar,Cleveland Indians / Cleveland Indians,
LBDA-RK,Ryne Sandberg / Kris Bryant,Chicago Cubs / Chicago Cubs,
LBDA-WB,Will Clark / Buster Posey,San Francisco Giants / San Francisco Giants,
LDBA-IS,Shohei Ohtani / Ichiro,Angels / Seattle Mariners,
