card_number,name,team,designations
DP-1,Shohei Ohtani,Los Angeles Dodgers,
DP-2,Mike Trout,Angels,
DP-3,Ronald Acuña Jr.,Atlanta Braves,
DP-4,Aaron Judge,New York Yankees,
DP-5,Bryce Harper,Philadelphia Phillies,
DP-6,Elly De La Cruz,Cincinnati Reds,
DP-7,Julio Rodríguez,Seattle Mariners,
DP-8,Bobby Witt Jr.,Kansas City Royals,
DP-9,Vladimir Guerrero Jr.,Toronto Blue Jays,
DP-10,Gunnar Henderson,Baltimore Orioles,
DP-11,Nolan Arenado,St. Louis Cardinals,
DP-12,Fernando Tatis Jr.,San Diego Padres,
DP-13,Paul Skenes,Pittsburgh Pirates,
DP-14,Yordan Alvarez,Houston Astros,
DP-15,Mookie Betts,Los Angeles Dodgers,
DP-16,James Wood,Washington Nationals,RC
DP-17,Brooks Lee,Minnesota Twins,RC
DP-18,Coby Mayo,Baltimore Orioles,RC
DP-19,Dylan Crews,Washington Nationals,RC
DP-20,Francisco Lindor,New York Mets,
