card_number,name,team,designations
TFAP-AB,Alex Bregman,Houston Astros,
TFAP-AJ,Aaron Judge,New York Yankees,
TFAP-AR,Anthony Rizzo,New York Yankees,
TFAP-ARU,Adley Rutschman,Baltimore Orioles,
TFAP-BB,Bert Blyleven,California Angels,
TFAP-BH,Bryce Harper,Philadelphia Phillies,
TFAP-BP,Buster Posey,San Francisco Giants,
TFAP-BW,Bobby Witt Jr.,Kansas City Royals,
TFAP-CC,Corbin Carroll,Arizona Diamondbacks,
TFAP-CK,Clayton Kershaw,Los Angeles Dodgers,
TFAP-CY,Christian Yelich,Milwaukee Brewers,
TFAP-DO,David Ortiz,Boston Red Sox,
TFAP-DS,Dansby Swanson,Chicago Cubs,
TFAP-FT,Fernando Tatis Jr.,San Diego Padres,
TFAP-GM,Greg Maddux,San Diego Padres,
TFAP-JRA,José Ramírez,Cleveland Guardians,
TFAP-KG,Ken Griffey Jr.,Seattle Mariners,
TFAP-KT,Kyle Tucker,Houston Astros,
TFAP-MT,Mike Trout,Angels,
TFAP-NA,Nolan Arenado,St. Louis Cardinals,
TFAP-NR,Nolan Ryan,California Angels,
TFAP-OA,Ozzie Albies,Atlanta Braves,
TFAP-PA,Pete Alonso,New York Mets,
TFAP-PG,Paul Goldschmidt,St. Louis Cardinals,
TFAP-RJ,Randy Johnson,Seattle Mariners,
TFAP-RJA,Reggie Jackson,California Angels,
TFAP-RS,Ryne Sandberg,Chicago Cubs,
TFAP-SC,Steve Carlton,Philadelphia Phillies,
TFAP-SS,Spencer Strider,Atlanta Braves,
TFAP-TT,Trea Turner,Philadelphia Phillies,
TFAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TFAP-WB,Wade Boggs,Boston Red Sox,
TFAP-XB,Xander Bogaerts,San Diego Padres,
TFAP-AN,Aaron Nola,Philadelphia Phillies,
TFAP-AP,Andy Pettitte,New York Yankees,
TFAP-BL,Brooks Lee,Minnesota Twins,RC
TFAP-BN,Brandon Nimmo,New York Mets,
TFAP-BRY,Bryce Miller,Seattle Mariners,
TFAP-CA,CJ Abrams,Washington Nationals,
TFAP-CAR,Carlos Beltrán,New York Yankees,
TFAP-CBE,Carlos Beltrán,New York Mets,
TFAP-CBU,Corbin Burnes,Baltimore Orioles,
TFAP-DP,Dustin Pedroia,Boston Red Sox,
TFAP-FM,Fred McGriff,Tampa Bay Devil Rays,
TFAP-GARY,Gary Sheffield,Detroit Tigers,
TFAP-GK,George Kirby,Seattle Mariners,
TFAP-GLA,Tom Glavine,Atlanta Braves,
TFAP-GSH,Gary Sheffield,Atlanta Braves,
TFAP-JAZZ,Jazz Chisholm Jr.,New York Yankees,
TFAP-JD,Jasson Domínguez,New York Yankees,
TFAP-JSM,John Smoltz,Atlanta Braves,
TFAP-JTR,J.T. Realmuto,Philadelphia Phillies,
TFAP-JW,James Wood,Washington Nationals,RC
TFAP-MMU,Max Muncy,Los Angeles Dodgers,
TFAP-MTE,Mark Teixeira,New York Yankees,
TFAP-NC,Nestor Cortes,New York Yankees,
TFAP-PED,Pedro Martinez,Philadelphia Phillies,
TFAP-PMA,Pedro Martinez,New York Mets,
TFAP-RAL,Cal Raleigh,Seattle Mariners,
TFAP-RC,Rod Carew,California Angels,
TFAP-RM,Ryan Mountcastle,Baltimore Orioles,
TFAP-SB,Shane Bieber,Cleveland Guardians,
TFAP-SHEF,Gary Sheffield,Los Angeles Dodgers,
TFAP-SI,Shota Imanaga,Chicago Cubs,
TFAP-SK,Steven Kwan,Cleveland Guardians,
TFAP-SOTO,Juan Soto,New York Yankees,
TFAP-TEX,Mark Teixeira,Atlanta Braves,
TFAP-TGL,Tom Glavine,New York Mets,
TFAP-TH,Torii Hunter,Minnesota Twins,
TFAP-VOL,Anthony Volpe,New York Yankees,
TFAP-ZW,Zack Wheeler,Philadelphia Phillies,
TFAP2-AP,Andy Pettitte,Houston Astros,
TFAP2-AW,Austin Wells,New York Yankees,
TFAP2-BM,Bryce Miller,Seattle Mariners,
TFAP2-BS,Bryson Stott,Philadelphia Phillies,
TFAP2-CC,Colton Cowser,Baltimore Orioles,
TFAP2-CCA,Corbin Carroll,Arizona Diamondbacks,
TFAP2-CJ,Chipper Jones,Atlanta Braves,
TFAP2-CM,Cedric Mullins,Baltimore Orioles,
TFAP2-CRA,Cal Raleigh,Seattle Mariners,
TFAP2-CY,Christian Yelich,Milwaukee Brewers,
TFAP2-DC,Dylan Crews,Washington Nationals,RC
TFAP2-DS,Darryl Strawberry,New York Mets,
TFAP2-EL,Evan Longoria,San Francisco Giants,
TFAP2-ELO,Evan Longoria,Arizona Diamondbacks,
TFAP2-EM,Eddie Murray,New York Mets,
TFAP2-GH,Gunnar Henderson,Baltimore Orioles,
TFAP2-JD,Jarren Duran,Boston Red Sox,
TFAP2-JRO,Jimmy Rollins,Philadelphia Phillies,
TFAP2-JW,Jordan Westburg,Baltimore Orioles,
TFAP2-LC,Luis Castillo,Seattle Mariners,
TFAP2-LW,Logan Webb,San Francisco Giants,
TFAP2-MH,Michael Harris II,Atlanta Braves,
TFAP2-MM,Max Muncy,Los Angeles Dodgers,
TFAP2-MMA,Manny Machado,San Diego Padres,
TFAP2-MT,Mike Trout,Angels,
TFAP2-MW,Masyn Winn,St. Louis Cardinals,
TFAP2-PC,Pete Crow-Armstrong,Chicago Cubs,
TFAP2-RA,Ronald Acuña Jr.,Atlanta Braves,
TFAP2-SLU,Seth Lugo,Kansas City Royals,
TFAP2-SR,Scott Rolen,Cincinnati Reds,
TFAP2-SRO,Scott Rolen,Toronto Blue Jays,
TFAP2-TS,Tarik Skubal,Detroit Tigers,
TFAP2-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TFAP2-ZN,Zach Neto,Angels,
TFAP-ABE,Adrían Beltré,Texas Rangers,
TFAP-ADR,Adrian Beltré,Texas Rangers,
TFAP-AG,Andrés Giménez,Cleveland Guardians,
TFAP-ARI,Austin Riley,Atlanta Braves,
TFAP-AROD,Alex Rodriguez,New York Yankees,
TFAP-BELT,Adrian Beltré,Los Angeles Dodgers,
TFAP-BS,Bryson Stott,Philadelphia Phillies,
TFAP-CEA,Dylan Cease,San Diego Padres,
TFAP-CHO,Jackson Chourio,Milwaukee Brewers,
TFAP-CJ,Chipper Jones,Atlanta Braves,
TFAP-CR,Cal Ripken Jr.,Baltimore Orioles,
TFAP-CS,CC Sabathia,New York Yankees,
TFAP-DJ,Derek Jeter,New York Yankees,
TFAP-DRUW,Andruw Jones,Atlanta Braves,
TFAP-DW,Dontrelle Willis,Florida Marlins,
TFAP-GS,George Springer,Toronto Blue Jays,
TFAP-I,Ichiro,Miami Marlins,
TFAP-IS,Ichiro,Seattle Mariners,
TFAP-JC,Junior Caminero,Tampa Bay Rays,
TFAP-JM,Jackson Merrill,San Diego Padres,
TFAP-JP,Jorge Posada,New York Yankees,
TFAP-JR,Julio Rodríguez,Seattle Mariners,
TFAP-JT,Jim Thome,Chicago White Sox,
TFAP-JV,Joey Votto,Cincinnati Reds,
TFAP-KB,Kris Bryant,Colorado Rockies,
TFAP-KS,Kyle Schwarber,Philadelphia Phillies,
TFAP-LC,Luis Castillo,Seattle Mariners,
TFAP-LN,Lars Nootbaar,St. Louis Cardinals,
TFAP-MB,Mookie Betts,Los Angeles Dodgers,
TFAP-MM,Manny Machado,San Diego Padres,
TFAP-MO,Matt Olson,Atlanta Braves,
TFAP-MP,Mike Piazza,Los Angeles Dodgers,
TFAP-NH,Nico Hoerner,Chicago Cubs,
TFAP-ORT,David Ortiz,Minnesota Twins,
TFAP-PIA,Mike Piazza,New York Mets,
TFAP-PUJ,Albert Pujols,Los Angeles Dodgers,
TFAP-RA,Randy Arozarena,Tampa Bay Rays,
TFAP-RAJ,Ronald Acuña Jr.,Atlanta Braves,
TFAP-RCA,Rod Carew,Minnesota Twins,
TFAP-RD,Rafael Devers,Boston Red Sox,
TFAP-SM,Starling Marte,New York Mets,
TFAP-STE,Spencer Steer,Cincinnati Reds,
TFAP-TS,Tarik Skubal,Detroit Tigers,
TFAP-UTL,Chase Utley,Los Angeles Dodgers,
TFAP-WC,William Contreras,Milwaukee Brewers,
TFAP-WS,Will Smith,Los Angeles Dodgers,
