card_number,name,team,designations
PP-1,Shohei Ohtani,Los Angeles Dodgers,
PP-2,Mike Trout,Angels,
PP-3,Ronald Acuña Jr.,Atlanta Braves,
PP-4,Matt Olson,Atlanta Braves,
PP-5,Kyle Schwarber,Philadelphia Phillies,
PP-6,Elly De La Cruz,Cincinnati Reds,
PP-7,Yordan Alvarez,Houston Astros,
PP-8,Juan Soto,New York Yankees,
PP-9,Mookie Betts,Los Angeles Dodgers,
PP-10,Pete Alonso,New York Mets,
PP-11,Francisco Lindor,New York Mets,
PP-12,Aaron Judge,New York Yankees,
PP-13,Bryce Harper,Philadelphia Phillies,
PP-14,Fernando Tatis Jr.,San Diego Padres,
PP-15,Julio Rodríguez,Seattle Mariners,
PP-16,Vladimir Guerrero Jr.,Toronto Blue Jays,
PP-17,Bobby Witt Jr.,Kansas City Royals,
PP-18,Manny Machado,San Diego Padres,
PP-19,Nolan Arenado,St. Louis Cardinals,
PP-20,Paul Goldschmidt,St. Louis Cardinals,
PP-21,Rafael Devers,Boston Red Sox,
PP-22,José Ramírez,Cleveland Guardians,
PP-23,James Wood,Washington Nationals,RC
PP-24,Freddie Freeman,Los Angeles Dodgers,
PP-25,Corey Seager,Texas Rangers,
