card_number,name,team,designations
CCAR-AA,Andrew Abbott,Cincinnati Reds,
CCAR-AB,Alex Bregman,Houston Astros,
CCAR-BB,Byron Buxton,Minnesota Twins,
CCAR-BR,Bryan Reynolds,Pittsburgh Pirates,
CCAR-CA,CJ Abrams,Washington Nationals,
CCAR-CC,Colton Cowser,Baltimore Orioles,
CCAR-CR,Ceddanne Rafaela,Boston Red Sox,
CCAR-FT,Fernando Tatis Jr.,San Diego Padres,
CCAR-JC,J.P. Crawford,Seattle Mariners,
CCAR-JD,Jarren Duran,Boston Red Sox,
CCAR-JM,Joe Musgrove,San Diego Padres,
CCAR-JW,Jordan Westburg,Baltimore Orioles,
CCAR-KH,Ke'Bryan Hayes,Pittsburgh Pirates,
CCAR-KT,Kyle Tucker,Houston Astros,
CCAR-MB,Michael Busch,Chicago Cubs,
CCAR-MMA,Manny Machado,San Diego Padres,
CCAR-MT,Mike Trout,Angels,
CCAR-MY,Masataka Yoshida,Boston Red Sox,
CCAR-SF,Sal Frelick,Milwaukee Brewers,
CCAR-WA,Wilyer Abreu,Boston Red Sox,
CCAR-WP,Wenceel Perez,Detroit Tigers,
CCAR-XB,Xander Bogaerts,San Diego Padres,
CCAR-YA,Yordan Alvarez,Houston Astros,
CCAR-ZN,Zach Neto,Angels,
CCA2-AP,Andy Pages,Los Angeles Dodgers,
CCA2-AR,Adley Rutschman,Baltimore Orioles,
CCA2-AS,AJ Smith-Shawver,Atlanta Braves,
CCA2-BE,Brooks Lee,Minnesota Twins,RC
CCA2-BL,Brandon Lowe,Tampa Bay Rays,
CCA2-BS,Bryson Stott,Philadelphia Phillies,
CCA2-BU,Byron Buxton,Minnesota Twins,
CCA2-CM,Christopher Morel,Tampa Bay Rays,
CCA2-CR,Ceddanne Rafaela,Boston Red Sox,
CCA2-CS,Chris Sale,Atlanta Braves,
CCA2-DS,Davis Schneider,Toronto Blue Jays,
CCA2-DW,Dansby Swanson,Chicago Cubs,
CCA2-FA,Francisco Alvarez,New York Mets,
CCA2-GE,Gavin Sheets,Chicago White Sox,
CCA2-GH,Gunnar Henderson,Baltimore Orioles,
CCA2-GS,George Springer,Toronto Blue Jays,
CCA2-JA,José Ramírez,Cleveland Guardians,
CCA2-JR,Julio Rodríguez,Seattle Mariners,
CCA2-KS,Kyle Schwarber,Philadelphia Phillies,
CCA2-LR,Luis Robert Jr.,Chicago White Sox,
CCA2-MO,Matt Olson,Atlanta Braves,
CCA2-MY,Masataka Yoshida,Boston Red Sox,
CCA2-NA,Nolan Arenado,St. Louis Cardinals,
CCA2-NM,Noelvi Marte,Cincinnati Reds,
CCA2-PC,Pete Crow-Armstrong,Chicago Cubs,
CCA2-PG,Paul Goldschmidt,St. Louis Cardinals,
CCA2-RA,Ronald Acuña Jr.,Atlanta Braves,
CCA2-RR,Randy Arozarena,Seattle Mariners,
CCA2-SF,Sal Frelick,Milwaukee Brewers,
CCA2-TS,Tarik Skubal,Detroit Tigers,
CCA2-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
CCA2-WC,William Contreras,Milwaukee Brewers,
CCAR-GH,Gunnar Henderson,Baltimore Orioles,
CCAR-LC,Luis Castillo,Seattle Mariners,
CCAR-PL,Pablo López,Minnesota Twins,
