card_number,name,team,designations
JJSP-AA,Aristides Aquino,Cincinnati Reds,RC
JJSP-ABR,Alex Bregman,Houston Astros,
JJSP-AM,Adalberto Mondesi,Kansas City Royals,
JJSP-AP,Albert Pujols,Angels,
JJSP-ARI,Anthony Rizzo,Chicago Cubs,
JJSP-BH,Bryce Harper,Philadelphia Phillies,
JJSP-BM,Brendan McKay,Tampa Bay Rays,RC
JJSP-BP,Buster Posey,San Francisco Giants,
JJSP-BS,Blake Snell,Tampa Bay Rays,
JJSP-CB,Cody Bellinger,Los Angeles Dodgers,
JJSP-CK,Clayton Kershaw,Los Angeles Dodgers,
JJSP-DV,Daniel Vogelbach,Seattle Mariners,
JJSP-EA,Elvis Andrus,Texas Rangers,
JJSP-EJ,Eloy Jimenez,Chicago White Sox,
JJSP-FF,Freddie Freeman,Atlanta Braves,
JJSP-JB,Javier Baez,Chicago Cubs,
JJSP-JBE,Josh Bell,Pittsburgh Pirates,
JJSP-JD,Jacob deGrom,New York Mets,
JJSP-JG,Joey Gallo,Texas Rangers,
JJSP-JL,Jesus Luzardo,Oakland Athletics,
JJSP-JS,Juan Soto,Washington Nationals,
JJSP-JV,Justin Verlander,Houston Astros,
JJSP-JVO,Joey Votto,Cincinnati Reds,
JJSP-JY,Jordan Yamamoto,Miami Marlins,RC
JJSP-KB,Kris Bryant,Chicago Cubs,
JJSP-KL,Kyle Lewis,Seattle Mariners,RC
JJSP-KM,Ketel Marte,Arizona Diamondbacks,
JJSP-MB,Mookie Betts,Boston Red Sox,
JJSP-MC,Matt Chapman,Oakland Athletics,
JJSP-MK,Max Kepler,Minnesota Twins,
JJSP-MS,Max Scherzer,Washington Nationals,
JJSP-MT,Mike Trout,Angels,
JJSP-NA,Nolan Arenado,Colorado Rockies,
JJSP-OA,Ozzie Albies,Atlanta Braves,
JJSP-PA,Pete Alonso,New York Mets,
JJSP-RA,Ronald Acuña Jr.,Atlanta Braves,
JJSP-RD,Rafael Devers,Boston Red Sox,
JJSP-RH,Rhys Hoskins,Philadelphia Phillies,
JJSP-SO,Shohei Ohtani,Angels,
JJSP-TM,Trey Mancini,Baltimore Orioles,
JJSP-TS,Trevor Story,Colorado Rockies,
JJSP-WB,Walker Buehler,Los Angeles Dodgers,
JJSP-WM,Whit Merrifield,Kansas City Royals,
JJSP-XB,Xander Bogaerts,Boston Red Sox,
JJSP-YA,Yordan Alvarez,Houston Astros,RC
JJSP-ZG,Zac Gallen,Arizona Diamondbacks,RC
