card_number,name,team,designations
PPAR-AJ,Aaron Judge,New York Yankees,
PPAR-BS,Blake Snell,Tampa Bay Rays,
PPAR-CK,Clayton Kershaw,Los Angeles Dodgers,
PPAR-DS,Dansby Swanson,Atlanta Braves,
PPAR-GC,Gerrit Cole,Houston Astros,
PPAR-GS,George Springer,Houston Astros,
PPAR-JA,Jose Altuve,Houston Astros,
PPAR-JF,Jack Flaherty,St. Louis Cardinals,
PPAR-JP,Joc Pederson,Los Angeles Dodgers,
PPAR-JS,Juan Soto,Washington Nationals,
PPAR-MM,Max Muncy,Los Angeles Dodgers,
PPAR-MS,Max Scherzer,Washington Nationals,
PPAR-MSO,Mike Soroka,Atlanta Braves,
PPAR-OA,Ozzie Albies,Atlanta Braves,
PPAR-PC,Patrick Corbin,Washington Nationals,
PPAR-PG,Paul Goldschmidt,St. Louis Cardinals,
PPAR-RA,Ronald Acuña Jr.,Atlanta Braves,
PPAR-SD,Sean Doolittle,Washington Nationals,
