card_number,name,team,designations
TRAP-AB,Andrew Benintendi,Boston Red Sox,
TRAP-AJ,Aaron Judge,New York Yankees,
TRAP-AN,Aaron Nola,Philadelphia Phillies,
TRAP-AP,Andy Pettitte,New York Yankees,
TRAP-ARI,Austin Riley,Atlanta Braves,
TRAP-BB,Bo Bichette,Toronto Blue Jays,RC
TRAP-BH,Bryce Harper,Philadelphia Phillies,
TRAP-BL,Brandon Lowe,Tampa Bay Rays,
TRAP-BR,Brendan Rodgers,Colorado Rockies,
TRAP-CJ,Chipper Jones,Atlanta Braves,
TRAP-CKS,Clayton Kershaw,Los Angeles Dodgers,
TRAP-CS,CC Sabathia,New York Yankees,
TRAP-DO,David Ortiz,Boston Red Sox,
TRAP-DP,Dustin Pedroia,Boston Red Sox,
TRAP-DS,Dansby Swanson,Atlanta Braves,
TRAP-FT,Fernando Tatis Jr.,San Diego Padres,
TRAP-GC,Gerrit Cole,Houston Astros,
TRAP-JAL,Jose Altuve,Houston Astros,
TRAP-JR,Jose Ramirez,Cleveland Indians,
TRAP-JS,John Smoltz,Atlanta Braves,
TRAP-JSO,Juan Soto,Washington Nationals,
TRAP-JV,Joey Votto,Cincinnati Reds,
TRAP-KH,Keston Hiura,Milwaukee Brewers,
TRAP-KW,Kerry Wood,Chicago Cubs,
TRAP-LG,Lourdes Gurriel Jr.,Toronto Blue Jays,
TRAP-LS,Luis Severino,New York Yankees,
TRAP-MTR,Mike Trout,Angels,
TRAP-NA,Nolan Arenado,Colorado Rockies,
TRAP-NSE,Nick Senzel,Cincinnati Reds,
TRAP-PA,Pete Alonso,New York Mets,
TRAP-RA,Roberto Alomar,Baltimore Orioles,
TRAP-RH,Rickey Henderson,New York Mets,
TRAP-TG,Tom Glavine,New York Mets,
TRAP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
TRAP-WB,Wade Boggs,Tampa Bay Devil Rays,
TRAP-WC,Willson Contreras,Chicago Cubs,
TRAP-WM,Whit Merrifield,Kansas City Royals,
TRAP-XB,Xander Bogaerts,Boston Red Sox,
TRAP-YA,Yordan Alvarez,Houston Astros,RC
