card_number,name,team,designations
DDM-AB,Alex Bregman,Houston Astros,
DDM-ABE,Andrew Benintendi,Boston Red Sox,
DDM-AJ,Aaron Judge,New York Yankees,
DDM-AR,Anthony Rizzo,Chicago Cubs,
DDM-ARE,Anthony Rendon,Angels,
DDM-BB,Byron Buxton,Minnesota Twins,
DDM-BBI,Bo Bichette,Toronto Blue Jays,RC
DDM-BH,Bryce Harper,Philadelphia Phillies,
DDM-BR,Brendan Rodgers,Colorado Rockies,
DDM-CB,Cody Bellinger,Los Angeles Dodgers,
DDM-CC,Carlos Correa,Houston Astros,
DDM-CK,Clayton Kershaw,Los Angeles Dodgers,
DDM-CKI,Carter Kieboom,Washington Nationals,
DDM-CS,Corey Seager,Los Angeles Dodgers,
DDM-CSA,Chris Sale,Boston Red Sox,
DDM-CY,Christian Yelich,Milwaukee Brewers,
DDM-DS,Dansby Swanson,Atlanta Braves,
DDM-EL,Evan Longoria,San Francisco Giants,
DDM-FF,Freddie Freeman,Atlanta Braves,
DDM-FL,Francisco Lindor,Cleveland Indians,
DDM-GC,Gerrit Cole,New York Yankees,
DDM-GL,Gavin Lux,Los Angeles Dodgers,RC
DDM-GS,Giancarlo Stanton,New York Yankees,
DDM-GSA,George Springer,Houston Astros,
DDM-JB,Javier Baez,Chicago Cubs,
DDM-JD,Josh Donaldson,Minnesota Twins,
DDM-JF,Jack Flaherty,St. Louis Cardinals,
DDM-JdG,Jacob deGrom,New York Mets,
DDM-KB,Kris Bryant,Chicago Cubs,
DDM-KL,Kyle Lewis,Seattle Mariners,RC
DDM-KS,Kyle Schwarber,Chicago Cubs,
DDM-LG,Lucas Giolito,Chicago White Sox,
DDM-MB,Mookie Betts,Los Angeles Dodgers,
DDM-MC,Michael Conforto,New York Mets,
DDM-MCH,Matt Chapman,Oakland Athletics,
DDM-MM,Manny Machado,San Diego Padres,
DDM-MS,Max Scherzer,Washington Nationals,
DDM-MSO,Mike Soroka,Atlanta Braves,
DDM-MT,Mike Trout,Angels,
DDM-NA,Nolan Arenado,Colorado Rockies,
DDM-NS,Nick Senzel,Cincinnati Reds,
DDM-PA,Pete Alonso,New York Mets,
DDM-PG,Paul Goldschmidt,St. Louis Cardinals,
DDM-RH,Rhys Hoskins,Philadelphia Phillies,
DDM-SS,Stephen Strasburg,Washington Nationals,
DDM-TA,Tim Anderson,Chicago White Sox,
DDM-TL,Tim Lincecum,San Francisco Giants,
DDM-TS,Trevor Story,Colorado Rockies,
DDM-TT,Trea Turner,Washington Nationals,
DDM-WB,Walker Buehler,Los Angeles Dodgers,
