card_number,name,team,designations
MLMA-AJ,Aaron Judge,New York Yankees,
MLMA-AN,Aaron Nola,Philadelphia Phillies,
MLMA-AR,Austin Riley,Atlanta Braves,
MLMA-BL,Brandon Lowe,Tampa Bay Rays,
MLMA-BM,Brendan McKay,Tampa Bay Rays,RC
MLMA-BR,Brendan Rodgers,Colorado Rockies,
MLMA-CCS,CC Sabathia,New York Yankees,
MLMA-CP,Chris Paddack,San Diego Padres,
MLMA-CY,Christian Yelich,Milwaukee Brewers,
MLMA-FR,Franmil Reyes,San Diego Padres,
MLMA-FTJ,Fernando Tatis Jr.,San Diego Padres,
MLMA-GT,Gleyber Torres,New York Yankees,
MLMA-GU,Gio Urshela,New York Yankees,
MLMA-JA,Jose Altuve,Houston Astros,
MLMA-JB,Jose Berrios,Minnesota Twins,
MLMA-JDM,J.D. Martinez,Boston Red Sox,
MLMA-JF,Jack Flaherty,St. Louis Cardinals,
MLMA-JS,Juan Soto,Washington Nationals,
MLMA-JSH,Justus Sheffield,Seattle Mariners,
MLMA-KB,Kris Bryant,Chicago Cubs,
MLMA-KGJ,Ken Griffey Jr.,Seattle Mariners,
MLMA-KH,Keston Hiura,Milwaukee Brewers,
MLMA-KS,Kyle Schwarber,Chicago Cubs,
MLMA-LGJ,Lourdes Gurriel Jr.,Toronto Blue Jays,
MLMA-LV,Luke Voit,New York Yankees,
MLMA-MCH,Matt Chapman,Oakland Athletics,
MLMA-MCL,Mike Clevinger,Cleveland Indians,
MLMA-MK,Max Kepler,Minnesota Twins,
MLMA-MS,Max Scherzer,Washington Nationals,
MLMA-MSO,Mike Soroka,Atlanta Braves,
MLMA-MT,Mike Trout,Angels,
MLMA-NA,Nolan Arenado,Colorado Rockies,
MLMA-PA,Pete Alonso,New York Mets,
MLMA-RAJ,Ronald Acuña Jr.,Atlanta Braves,
MLMA-RH,Rhys Hoskins,Philadelphia Phillies,
MLMA-VGJ,Vladimir Guerrero Jr.,Toronto Blue Jays,
MLMA-VR,Victor Robles,Washington Nationals,
MLMA-WA,Willians Astudillo,Minnesota Twins,
MLMA-YA,Yordan Alvarez,Houston Astros,RC
MJMA-BB,Bo Bichette,Toronto Blue Jays,RC
MJMA-BS,Blake Snell,Tampa Bay Rays,
MJMA-BZ,Barry Zito,Oakland Athletics,
MJMA-CB,Cavan Biggio,Toronto Blue Jays,
MJMA-CC,Carlos Carrasco,Cleveland Indians,
MJMA-CF,Clint Frazier,New York Yankees,
MJMA-DL,DJ LeMahieu,New York Yankees,
MJMA-DW,David Wright,New York Mets,
MJMA-EJ,Eloy Jimenez,Chicago White Sox,
MJMA-FT,Fernando Tatis Jr.,San Diego Padres,
MJMA-GL,Gavin Lux,Los Angeles Dodgers,RC
MJMA-JM,Joe Mauer,Minnesota Twins,
MJMA-JR,J.T. Realmuto,Philadelphia Phillies,
MJMA-JS,Juan Soto,Washington Nationals,
MJMA-KH,Kyle Hendricks,Chicago Cubs,
MJMA-KY,Kirby Yates,San Diego Padres,
MJMA-LM,Lance McCullers Jr.,Houston Astros,
MJMA-MC,Michael Chavis,Boston Red Sox,
MJMA-MG,Mitch Garver,Minnesota Twins,
MJMA-MM,Miles Mikolas,St. Louis Cardinals,
MJMA-MMU,Max Muncy,Los Angeles Dodgers,
MJMA-MT,Mike Trout,Angels,
MJMA-MV,Mo Vaughn,Boston Red Sox,
MJMA-MY,Mike Yastrzemski,San Francisco Giants,
MJMA-NH,Nico Hoerner,Chicago Cubs,RC
MJMA-NS,Nick Solak,Texas Rangers,RC
MJMA-NSE,Nick Senzel,Cincinnati Reds,
MJMA-NSY,Noah Syndergaard,New York Mets,
MJMA-PA,Pete Alonso,New York Mets,
MJMA-PC,Patrick Corbin,Washington Nationals,
MJMA-RA,Ronald Acuña Jr.,Atlanta Braves,
MJMA-RD,Rafael Devers,Boston Red Sox,
MJMA-RH,Ryan Howard,Philadelphia Phillies,
MJMA-RHO,Rhys Hoskins,Philadelphia Phillies,
MJMA-SB,Shane Bieber,Cleveland Indians,
MJMA-SC,Shin-Soo Choo,Texas Rangers,
MJMA-SM,Sean Murphy,Oakland Athletics,RC
MJMA-TLI,Tim Lincecum,San Francisco Giants,
MJMA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
MJMA-WC,Willson Contreras,Chicago Cubs,
MJMA-WCL,Will Clark,San Francisco Giants,
MJMA-XB,Xander Bogaerts,Boston Red Sox,
