card_number,name,team,designations
SSR-AJ,Aaron Judge,New York Yankees,
SSR-CB,Cody Bellinger,Los Angeles Dodgers,
SSR-CY,Christian Yelich,Milwaukee Brewers,
SSR-HB,Harrison Bader,St. Louis Cardinals,
SSR-JG,Joey Gallo,Texas Rangers,
SSR-JR,J.T. Realmuto,Philadelphia Phillies,
SSR-JS,Jorge Soler,Kansas City Royals,
SSR-Jd,Jacob deGrom,New York Mets,
SSR-LC,Lorenzo Cain,Milwaukee Brewers,
SSR-MS,Miguel Sano,Minnesota Twins,
SSR-MT,Mike Trout,Angels,
SSR-MT2,Mike Trout,Angels,
SSR-MT3,Mike Trout,Angels,
SSR-MT4,Mike Trout,Angels,
SSR-MT5,Mike Trout,Angels,
SSR-NC,Nelson Cruz,Minnesota Twins,
SSR-RD,Rafael Devers,Boston Red Sox,
SSR-TT,Trea Turner,Washington Nationals,
SSR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,
SSR-VR,Victor Robles,Washington Nationals,
