card_number,name,team,designations
PPR-AB,Alex Bregman,Houston Astros,
PPR-AJ,Aaron Judge,New York Yankees,
PPR-AR,Anthony Rendon,Washington Nationals,
PPR-CB,Cody Bellinger,Los Angeles Dodgers,
PPR-CC,Carlos Correa,Houston Astros,
PPR-DS,Dansby Swanson,Atlanta Braves,
PPR-FF,Freddie Freeman,Atlanta Braves,
PPR-GC,Gerrit Cole,Houston Astros,
PPR-GS,Giancarlo Stanton,New York Yankees,
PPR-GSP,George Springer,Houston Astros,
PPR-JA,Jose Altuve,Houston Astros,
PPR-JF,Jack Flaherty,St. Louis Cardinals,
PPR-JP,Joc Pederson,Los Angeles Dodgers,
PPR-JS,Juan Soto,Washington Nationals,
PPR-JV,Justin Verlander,Houston Astros,
PPR-MS,Max Scherzer,Washington Nationals,
PPR-MSO,Mike Soroka,Atlanta Braves,
PPR-OA,Ozzie Albies,Atlanta Braves,
PPR-PC,Patrick Corbin,Washington Nationals,
PPR-PG,Paul Goldschmidt,St. Louis Cardinals,
PPR-RA,Ronald Acuña Jr.,Atlanta Braves,
PPR-RZ,Ryan Zimmerman,Washington Nationals,
PPR-SD,Sean Doolittle,Washington Nationals,
PPR-SS,Stephen Strasburg,Washington Nationals,
PPR-TG,Tyler Glasnow,Tampa Bay Rays,
PPR-TT,Trea Turner,Washington Nationals,
PPR-WB,Walker Buehler,Los Angeles Dodgers,
PPR-YM,Yadier Molina,St. Louis Cardinals,
