card_number,name,team,designations
CS-BD,Bill Dickey,New York Yankees,
CS-BF,Bob Feller,Cleveland Indians,
CS-BG,Burleigh Grimes,Brooklyn Dodgers,
CS-BH,Billy Herman,Chicago Cubs,
CS-BL,Bob Lemon,Cleveland Indians,
CS-CG,Charlie Gehringer,Detroit Tigers,
CS-CM,Connie Mack Philadelphia,Athletics,
CS-D,Joe DiMaggio,New York Yankees,
CS-DD,Don Drysdale,Los Angeles Dodgers,
CS-DDE,Dizzy Dean,St. Louis Cardinals,
CS-DL,Don Larsen,New York Yankees,
CS-DS,Duke Snider,Brooklyn Dodgers,
CS-EA,Earl Averill,Cleveland Indians,
CS-EB,Ernie Banks,Chicago Cubs,
CS-EM,Eddie Mathews,Atlanta Braves,
CS-ES,Enos Slaughter,St. Louis Cardinals,
CS-FF,Frankie Frisch,St. Louis Cardinals,
CS-GK,George Kell,Detroit Tigers,
CS-GKE,"George ""High Pockets"" KeNlleyw York",Giants,
CS-HG,Hank Greenberg,Detroit Tigers,
CS-HK,Harmon Killebrew,Minnesota Twins,
CS-HW,Hoyt Wilhelm,Chicago White Sox,
CS-JH,"Jim ""Catfish"" Hunter",Oakland Athletics,
CS-JM,Johnny Mize,St. Louis Cardinals,
CS-JR,Jackie Robinson,Brooklyn Dodgers,
CS-JS,Joe Sewell,Cleveland Indians,
CS-LA,Luke Appling,Chicago White Sox,
CS-LB,Lou Boudreau,Cleveland Indians,
CS-LG,Lefty Grove Philadelphia,Athletics,
CS-MI,Monte Irvin,New York Giants,
CS-MO,Mel Ott,New York Giants,
CS-NF,Nellie Fox,Chicago White Sox,
CS-PR,Phil Rizzuto,New York Yankees,
CS-PRE,Pee Wee Reese,Brooklyn Dodgers,
CS-RF,Rick Ferrell,St. Louis Browns,
CS-RH,Rogers Hornsby,St. Louis Cardinals,
CS-RK,Ralph Kiner,Pittsburgh Pirates,
CS-SC,Stan Coveleski,Cleveland Indians,
CS-SM,Stan Musial,St. Louis Cardinals,
CS-SP,Satchel Paige,Cleveland Indians,
CS-TG,Tony Gwynn,San Diego Padres,
CS-TS,Tris Speaker,Boston Red Sox,
CS-TW,Ted Williams,Boston Red Sox,
CS-WH,Waite Hoyt,New York Yankees,
CS-WM,Willie McCovey,San Francisco Giants,
CS-WS,Willie Stargell,Pittsburgh Pirates,
CS-WSP,Warren Spahn,Milwaukee Braves,
