card_number,name,team,designations
ITNR-AA,Aristides Aquino,Cincinnati Reds,RC
ITNR-AB,Alex Bregman,Houston Astros,
ITNR-AM,Austin Meadows,Tampa Bay Rays,
ITNR-AN,Aaron Nola,Philadelphia Phillies,
ITNR-AR,Anthony Rendon,Washington Nationals,
ITNR-BB,Byron Buxton,Minnesota Twins,
ITNR-BL,Brandon Lowe,Tampa Bay Rays,
ITNR-BS,Blake Snell,Tampa Bay Rays,
ITNR-CB,Cavan Biggio,Toronto Blue Jays,
ITNR-CP,Chris Paddack,San Diego Padres,
ITNR-CS,Carlos Santana,Cleveland Indians,
ITNR-CT,Chris Taylor,Los Angeles Dodgers,
ITNR-DO,David Ortiz,Boston Red Sox,
ITNR-DP,Dustin Pedroia,Boston Red Sox,
ITNR-DS,Dansby Swanson,Atlanta Braves,
ITNR-EA,Elvis Andrus,Texas Rangers,
ITNR-FF,Freddie Freeman,Atlanta Braves,
ITNR-GS,George Springer,Houston Astros,
ITNR-HD,Hunter Dozier,Kansas City Royals,
ITNR-JB,Jackie Bradley Jr.,Boston Red Sox,
ITNR-JF,Jack Flaherty,St. Louis Cardinals,
ITNR-JG,Joey Gallo,Texas Rangers,
ITNR-JH,Josh Hader,Milwaukee Brewers,
ITNR-JL,Jon Lester,Chicago Cubs,
ITNR-JM,Joe Mauer,Minnesota Twins,
ITNR-JMN,Jeff McNeil,New York Mets,
ITNR-KH,Keston Hiura,Milwaukee Brewers,
ITNR-KS,Kyle Schwarber,Chicago Cubs,
ITNR-KSE,Kyle Seager,Seattle Mariners,
ITNR-KW,Kolten Wong,St. Louis Cardinals,
ITNR-LG,Lourdes Gurriel Jr.,Toronto Blue Jays,
ITNR-MB,Mookie Betts,Boston Red Sox,
ITNR-MFR,Max Fried,Atlanta Braves,
ITNR-MO,Matt Olson,Oakland Athletics,
ITNR-MS,Miguel Sano,Minnesota Twins,
ITNR-MT,Mike Trout,Angels,
ITNR-NL,Nate Lowe,Tampa Bay Rays,
ITNR-NS,Nick Senzel,Cincinnati Reds,
ITNR-OA,Ozzie Albies,Atlanta Braves,
ITNR-RH,Rhys Hoskins,Philadelphia Phillies,
ITNR-RI,Raisel Iglesias,Cincinnati Reds,
ITNR-RO,Rougned Odor,Texas Rangers,
ITNR-RT,Rowdy Tellez,Toronto Blue Jays,
ITNR-SC,Shin-soo Choo,Texas Rangers,
ITNR-SM,Starling Marte,Pittsburgh Pirates,
ITNR-SP,Salvador Perez,Kansas City Royals,
ITNR-SS,Stephen Strasburg,Washington Nationals,
ITNR-TM,Trey Mancini,Baltimore Orioles,
ITNR-WM,Whit Merrifield,Kansas City Royals,
ITNR-XB,Xander Bogaerts,Boston Red Sox,
